,Year,Weight,Value,Commodity,Partner,PartnerISO
582,1994,163385,356085,"Grape wines(including fortified), alcoholic grape mus",China,CHN
583,1994,3710,10302,"Grape wines(including fortified), alcoholic grape mus",Cocos Isds,CCK
584,1994,264999,1806645,"Grape wines(including fortified), alcoholic grape mus",Colombia,COL
585,1994,117074,199552,"Grape wines(including fortified), alcoholic grape mus",Comoros,COM
586,1994,131999,682709,"Grape wines(including fortified), alcoholic grape mus",Congo,COG
587,1994,52585,364401,"Grape wines(including fortified), alcoholic grape mus",Dem. Rep. of the Congo,COD
588,1994,3812,9037,"Grape wines(including fortified), alcoholic grape mus",Cook Isds,COK
589,1994,82523,341264,"Grape wines(including fortified), alcoholic grape mus",Costa Rica,CRI
590,1994,27812,190696,"Grape wines(including fortified), alcoholic grape mus",Croatia,HRV
571,1994,4097,20966,"Grape wines(including fortified), alcoholic grape mus",Burundi,BDI
591,1994,30198,190875,"Grape wines(including fortified), alcoholic grape mus",Cuba,CUB
570,1994,699,8676,"Grape wines(including fortified), alcoholic grape mus",Myanmar,MMR
568,1994,398,2349,"Grape wines(including fortified), alcoholic grape mus",Brunei Darussalam,BRN
549,1994,241498,1615948,"Grape wines(including fortified), alcoholic grape mus",Andorra,AND
550,1994,40574,180573,"Grape wines(including fortified), alcoholic grape mus",Angola,AGO
551,1994,134097,458213,"Grape wines(including fortified), alcoholic grape mus",Antigua and Barbuda,ATG
552,1994,199,1084,"Grape wines(including fortified), alcoholic grape mus",Azerbaijan,AZE
553,1994,1006187,3937566,"Grape wines(including fortified), alcoholic grape mus",Argentina,ARG
554,1994,21835288,21291310,"Grape wines(including fortified), alcoholic grape mus",Australia,AUS
555,1994,2382398,13951393,"Grape wines(including fortified), alcoholic grape mus",Austria,AUT
556,1994,442585,1583232,"Grape wines(including fortified), alcoholic grape mus",Bahamas,BHS
557,1994,282601,2073981,"Grape wines(including fortified), alcoholic grape mus",Bahrain,BHR
558,1994,24597,112428,"Grape wines(including fortified), alcoholic grape mus",Bangladesh,BGD
559,1994,398,4338,"Grape wines(including fortified), alcoholic grape mus",Armenia,ARM
560,1994,154300,997586,"Grape wines(including fortified), alcoholic grape mus",Barbados,BRB
561,1994,136118304,446015840,"Grape wines(including fortified), alcoholic grape mus",Belgium-Luxembourg,BEL
562,1994,320788,1959383,"Grape wines(including fortified), alcoholic grape mus",Bermuda,BMU
563,1994,18800,301317,"Grape wines(including fortified), alcoholic grape mus",Bolivia (Plurinational State of),BOL
564,1994,199,1988,"Grape wines(including fortified), alcoholic grape mus",Bosnia Herzegovina,BIH
565,1994,2820050,12990860,"Grape wines(including fortified), alcoholic grape mus",Brazil,BRA
566,1994,31523,199011,"Grape wines(including fortified), alcoholic grape mus",Belize,BLZ
567,1994,119913,548048,"Grape wines(including fortified), alcoholic grape mus",Br. Virgin Isds,VGB
569,1994,5999,73024,"Grape wines(including fortified), alcoholic grape mus",Bulgaria,BGR
592,1994,138100,851354,"Grape wines(including fortified), alcoholic grape mus",Cyprus,CYP
593,1994,382773,792428,"Grape wines(including fortified), alcoholic grape mus",Czechia,CZE
594,1994,232897,1414045,"Grape wines(including fortified), alcoholic grape mus",Benin,BEN
619,1994,74199,352290,"Grape wines(including fortified), alcoholic grape mus",Guinea,GIN
620,1994,86475,515149,"Grape wines(including fortified), alcoholic grape mus",Haiti,HTI
621,1994,13624,63082,"Grape wines(including fortified), alcoholic grape mus",Honduras,HND
622,1994,3464375,22083922,"Grape wines(including fortified), alcoholic grape mus","China, Hong Kong SAR",HKG
623,1994,48198,207686,"Grape wines(including fortified), alcoholic grape mus",Hungary,HUN
624,1994,598472,1719340,"Grape wines(including fortified), alcoholic grape mus",Iceland,ISL
625,1994,225699,1515449,"Grape wines(including fortified), alcoholic grape mus",Indonesia,IDN
626,1994,296,1265,"Grape wines(including fortified), alcoholic grape mus",Iran,IRN
627,1994,9025625,32149806,"Grape wines(including fortified), alcoholic grape mus",Ireland,IRL
628,1994,215800,1483094,"Grape wines(including fortified), alcoholic grape mus",Israel,ISR
629,1994,8695686,108476136,"Grape wines(including fortified), alcoholic grape mus",Italy,ITA
630,1994,1044788,2849239,"Grape wines(including fortified), alcoholic grape mus",Côte d'Ivoire,CIV
631,1994,237401,781041,"Grape wines(including fortified), alcoholic grape mus",Jamaica,JAM
632,1994,39193972,167578672,"Grape wines(including fortified), alcoholic grape mus",Japan,JPN
633,1994,428726,692291,"Grape wines(including fortified), alcoholic grape mus",Kazakhstan,KAZ
634,1994,36299,122189,"Grape wines(including fortified), alcoholic grape mus",Jordan,JOR
635,1994,172597,750494,"Grape wines(including fortified), alcoholic grape mus",Kenya,KEN
636,1994,29898,92003,"Grape wines(including fortified), alcoholic grape mus",Dem. People's Rep. of Korea,PRK
637,1994,1744796,6228092,"Grape wines(including fortified), alcoholic grape mus",Rep. of Korea,KOR
618,1994,100101,355906,"Grape wines(including fortified), alcoholic grape mus",Guatemala,GTM
617,1994,10249413,26855132,"Grape wines(including fortified), alcoholic grape mus",Guadeloupe,GLP
616,1994,30487,95980,"Grape wines(including fortified), alcoholic grape mus",Grenada,GRD
615,1994,1236273,6377215,"Grape wines(including fortified), alcoholic grape mus",Greece,GRC
595,1994,65431008,153384352,"Grape wines(including fortified), alcoholic grape mus",Denmark,DNK
596,1994,10750,61637,"Grape wines(including fortified), alcoholic grape mus",Dominica,DMA
597,1994,117397,1397053,"Grape wines(including fortified), alcoholic grape mus",Dominican Rep.,DOM
598,1994,172898,611674,"Grape wines(including fortified), alcoholic grape mus",Ecuador,ECU
599,1994,57612,169909,"Grape wines(including fortified), alcoholic grape mus",El Salvador,SLV
600,1994,5983,153280,"Grape wines(including fortified), alcoholic grape mus",Equatorial Guinea,GNQ
601,1994,40023,324634,"Grape wines(including fortified), alcoholic grape mus",Ethiopia,ETH
602,1994,221300,472492,"Grape wines(including fortified), alcoholic grape mus",Estonia,EST
603,1994,398,1265,"Grape wines(including fortified), alcoholic grape mus",Faeroe Isds,FRO
604,1994,7437,79893,"Grape wines(including fortified), alcoholic grape mus",Fiji,FJI
606,1994,1954136,5380352,"Grape wines(including fortified), alcoholic grape mus",French Guiana,GUF
607,1994,2464909,4465188,"Grape wines(including fortified), alcoholic grape mus",French Polynesia,PYF
608,1994,273401,525815,"Grape wines(including fortified), alcoholic grape mus",Djibouti,DJI
609,1994,588523,2652397,"Grape wines(including fortified), alcoholic grape mus",Gabon,GAB
610,1994,54597,70493,"Grape wines(including fortified), alcoholic grape mus",Georgia,GEO
611,1994,44699,58202,"Grape wines(including fortified), alcoholic grape mus",Gambia,GMB
612,1994,262134704,678598208,"Grape wines(including fortified), alcoholic grape mus",Germany,DEU
613,1994,87625,262817,"Grape wines(including fortified), alcoholic grape mus",Ghana,GHA
614,1994,9296,117490,"Grape wines(including fortified), alcoholic grape mus",Gibraltar,GIB
605,1994,4947937,12241812,"Grape wines(including fortified), alcoholic grape mus",Finland,FIN
547,1994,296,1446,"Grape wines(including fortified), alcoholic grape mus",Albania,ALB
546,1994,1252797056,3938751232,"Grape wines(including fortified), alcoholic grape mus",World,WLD
735,1995,13875,171896,"Grape wines(including fortified), alcoholic grape mus",Angola,AGO
852,1995,611487,5951237,"Grape wines(including fortified), alcoholic grape mus",New Zealand,NZL
853,1995,1500,4613,"Grape wines(including fortified), alcoholic grape mus",Nicaragua,NIC
854,1995,55811,202786,"Grape wines(including fortified), alcoholic grape mus",Niger,NER
855,1995,334788,1214717,"Grape wines(including fortified), alcoholic grape mus",Nigeria,NGA
856,1995,8280886,20245040,"Grape wines(including fortified), alcoholic grape mus",Norway,NOR
857,1995,23597,80832,"Grape wines(including fortified), alcoholic grape mus",Pakistan,PAK
858,1995,382296,3901500,"Grape wines(including fortified), alcoholic grape mus",Panama,PAN
859,1995,4500,9427,"Grape wines(including fortified), alcoholic grape mus",Papua New Guinea,PNG
860,1995,222201,1422519,"Grape wines(including fortified), alcoholic grape mus",Paraguay,PRY
861,1995,204699,867110,"Grape wines(including fortified), alcoholic grape mus",Peru,PER
862,1995,485812,3088344,"Grape wines(including fortified), alcoholic grape mus",Philippines,PHL
863,1995,5433250,5727990,"Grape wines(including fortified), alcoholic grape mus",Poland,POL
864,1995,2946554,6314689,"Grape wines(including fortified), alcoholic grape mus",Portugal,PRT
865,1995,19585,88455,"Grape wines(including fortified), alcoholic grape mus",Qatar,QAT
866,1995,8676608,20458256,"Grape wines(including fortified), alcoholic grape mus",Réunion,REU
867,1995,7886,25473,"Grape wines(including fortified), alcoholic grape mus",Romania,ROU
868,1995,2189499,8198747,"Grape wines(including fortified), alcoholic grape mus",Russian Federation,RUS
869,1995,5187,50144,"Grape wines(including fortified), alcoholic grape mus",Rwanda,RWA
870,1995,4125,40517,"Grape wines(including fortified), alcoholic grape mus",Saint Helena,SHN
851,1995,80886,390730,"Grape wines(including fortified), alcoholic grape mus",Vanuatu,VUT
850,1995,2747437,8606728,"Grape wines(including fortified), alcoholic grape mus",New Caledonia,NCL
849,1995,224699,1721185,"Grape wines(including fortified), alcoholic grape mus",Aruba,ABW
848,1995,319699,2458721,"Grape wines(including fortified), alcoholic grape mus",Neth. Antilles,ANT
828,1995,411300,586699,"Grape wines(including fortified), alcoholic grape mus",Lithuania,LTU
829,1995,5375,82839,"Grape wines(including fortified), alcoholic grape mus","China, Macao SAR",MAC
830,1995,67788,379498,"Grape wines(including fortified), alcoholic grape mus",Madagascar,MDG
831,1995,199,2005,"Grape wines(including fortified), alcoholic grape mus",Malawi,MWI
832,1995,531499,3400047,"Grape wines(including fortified), alcoholic grape mus",Malaysia,MYS
833,1995,80800,256542,"Grape wines(including fortified), alcoholic grape mus",Maldives,MDV
834,1995,457034,381101,"Grape wines(including fortified), alcoholic grape mus",Mali,MLI
835,1995,159523,1335668,"Grape wines(including fortified), alcoholic grape mus",Malta,MLT
836,1995,4433788,12551154,"Grape wines(including fortified), alcoholic grape mus",Martinique,MTQ
871,1995,10062,57365,"Grape wines(including fortified), alcoholic grape mus",Saint Kitts and Nevis,KNA
837,1995,67187,418812,"Grape wines(including fortified), alcoholic grape mus",Mauritania,MRT
839,1995,762511,6090039,"Grape wines(including fortified), alcoholic grape mus",Mexico,MEX
841,1995,26199,77424,"Grape wines(including fortified), alcoholic grape mus",Mongolia,MNG
842,1995,3000,6016,"Grape wines(including fortified), alcoholic grape mus",Rep. of Moldova,MDA
843,1995,6500,18854,"Grape wines(including fortified), alcoholic grape mus",Montserrat,MSR
844,1995,373596,2079021,"Grape wines(including fortified), alcoholic grape mus",Morocco,MAR
845,1995,20175,86249,"Grape wines(including fortified), alcoholic grape mus",Oman,OMN
846,1995,69097,192356,"Grape wines(including fortified), alcoholic grape mus",Nepal,NPL
847,1995,117803584,310722016,"Grape wines(including fortified), alcoholic grape mus",Netherlands,NLD
838,1995,415687,1927582,"Grape wines(including fortified), alcoholic grape mus",Mauritius,MUS
827,1995,893,9828,"Grape wines(including fortified), alcoholic grape mus",Libya,LBY
872,1995,6375,100892,"Grape wines(including fortified), alcoholic grape mus",Anguilla,AIA
874,1995,168750,489216,"Grape wines(including fortified), alcoholic grape mus",Saint Pierre and Miquelon,SPM
899,1995,239499,6081615,"Grape wines(including fortified), alcoholic grape mus",Turkey,TUR
900,1995,3000,4011,"Grape wines(including fortified), alcoholic grape mus",Turkmenistan,TKM
901,1995,67800,118342,"Grape wines(including fortified), alcoholic grape mus",Turks and Caicos Isds,TCA
902,1995,9511,57566,"Grape wines(including fortified), alcoholic grape mus",Uganda,UGA
903,1995,187647,484201,"Grape wines(including fortified), alcoholic grape mus",Ukraine,UKR
904,1995,97,3209,"Grape wines(including fortified), alcoholic grape mus",TFYR of Macedonia,MKD
905,1995,73495,699224,"Grape wines(including fortified), alcoholic grape mus",Egypt,EGY
906,1995,244560688,808502464,"Grape wines(including fortified), alcoholic grape mus",United Kingdom,GBR
907,1995,8784,27077,"Grape wines(including fortified), alcoholic grape mus",United Rep. of Tanzania,TZA
908,1995,82503552,572020096,"Grape wines(including fortified), alcoholic grape mus",USA,USA
910,1995,127901,403167,"Grape wines(including fortified), alcoholic grape mus",Burkina Faso,BFA
911,1995,324699,5159143,"Grape wines(including fortified), alcoholic grape mus",Uruguay,URY
912,1995,9699,19656,"Grape wines(including fortified), alcoholic grape mus",Uzbekistan,UZB
913,1995,553421,5342273,"Grape wines(including fortified), alcoholic grape mus",Venezuela,VEN
914,1995,39726,116736,"Grape wines(including fortified), alcoholic grape mus",Wallis and Futuna Isds,WLF
915,1995,199,2005,"Grape wines(including fortified), alcoholic grape mus",Yemen,YEM
916,1995,796,20257,"Grape wines(including fortified), alcoholic grape mus",Zambia,ZMB
898,1995,38312,311100,"Grape wines(including fortified), alcoholic grape mus",Tunisia,TUN
897,1995,1019601,6427216,"Grape wines(including fortified), alcoholic grape mus",United Arab Emirates,ARE
896,1995,51901,364655,"Grape wines(including fortified), alcoholic grape mus",Trinidad and Tobago,TTO
895,1995,288425,1661813,"Grape wines(including fortified), alcoholic grape mus",Togo,TGO
875,1995,48523,199577,"Grape wines(including fortified), alcoholic grape mus",Saint Vincent and the Grenadines,VCT
876,1995,3875,23066,"Grape wines(including fortified), alcoholic grape mus",Sao Tome and Principe,STP
877,1995,23296,208403,"Grape wines(including fortified), alcoholic grape mus",Saudi Arabia,SAU
878,1995,1306085,2032486,"Grape wines(including fortified), alcoholic grape mus",Senegal,SEN
879,1995,48074,246914,"Grape wines(including fortified), alcoholic grape mus",Seychelles,SYC
880,1995,7125,43525,"Grape wines(including fortified), alcoholic grape mus",Sierra Leone,SLE
881,1995,300999,1683274,"Grape wines(including fortified), alcoholic grape mus",India,IND
882,1995,2940174,33399342,"Grape wines(including fortified), alcoholic grape mus",Singapore,SGP
883,1995,42288,82839,"Grape wines(including fortified), alcoholic grape mus",Slovakia,SVK
873,1995,249199,587501,"Grape wines(including fortified), alcoholic grape mus",Saint Lucia,LCA
884,1995,418398,1181019,"Grape wines(including fortified), alcoholic grape mus",Viet Nam,VNM
886,1995,179995,2368258,"Grape wines(including fortified), alcoholic grape mus",So. African Customs Union,ZAF
887,1995,21511,65789,"Grape wines(including fortified), alcoholic grape mus",Zimbabwe,ZWE
888,1995,14788671,30562124,"Grape wines(including fortified), alcoholic grape mus",Spain,ESP
889,1995,699,7220,"Grape wines(including fortified), alcoholic grape mus",Fmr Sudan,SDN
890,1995,10898,95075,"Grape wines(including fortified), alcoholic grape mus",Suriname,SUR
891,1995,11796772,41470924,"Grape wines(including fortified), alcoholic grape mus",Sweden,SWE
892,1995,75364496,350359648,"Grape wines(including fortified), alcoholic grape mus",Switzerland,CHE
893,1995,25386,188143,"Grape wines(including fortified), alcoholic grape mus",Syria,SYR
894,1995,2959011,22601064,"Grape wines(including fortified), alcoholic grape mus",Thailand,THA
885,1995,27726,133185,"Grape wines(including fortified), alcoholic grape mus",Slovenia,SVN
734,1995,272699,1948241,"Grape wines(including fortified), alcoholic grape mus",Andorra,AND
826,1995,9625,173502,"Grape wines(including fortified), alcoholic grape mus",Liberia,LBR
824,1995,288892,2272180,"Grape wines(including fortified), alcoholic grape mus",Lebanon,LBN
758,1995,48299,203588,"Grape wines(including fortified), alcoholic grape mus",Cambodia,KHM
759,1995,872788,5047619,"Grape wines(including fortified), alcoholic grape mus",Cameroon,CMR
760,1995,55611032,145179728,"Grape wines(including fortified), alcoholic grape mus",Canada,CAN
761,1995,597,9627,"Grape wines(including fortified), alcoholic grape mus",Cabo Verde,CPV
762,1995,47675,649481,"Grape wines(including fortified), alcoholic grape mus",Cayman Isds,CYM
763,1995,87210,259752,"Grape wines(including fortified), alcoholic grape mus",Central African Rep.,CAF
764,1995,157300,673951,"Grape wines(including fortified), alcoholic grape mus",Sri Lanka,LKA
765,1995,76074,209005,"Grape wines(including fortified), alcoholic grape mus",Chad,TCD
766,1995,26886,539362,"Grape wines(including fortified), alcoholic grape mus",Chile,CHL
767,1995,608812,882154,"Grape wines(including fortified), alcoholic grape mus",China,CHN
768,1995,274101,2752772,"Grape wines(including fortified), alcoholic grape mus",Colombia,COL
769,1995,140788,299065,"Grape wines(including fortified), alcoholic grape mus",Comoros,COM
770,1995,195998,1150331,"Grape wines(including fortified), alcoholic grape mus",Congo,COG
771,1995,80897,672948,"Grape wines(including fortified), alcoholic grape mus",Dem. Rep. of the Congo,COD
772,1995,89812,463341,"Grape wines(including fortified), alcoholic grape mus",Costa Rica,CRI
773,1995,27612,202785,"Grape wines(including fortified), alcoholic grape mus",Croatia,HRV
774,1995,76901,532943,"Grape wines(including fortified), alcoholic grape mus",Cuba,CUB
775,1995,129323,1151534,"Grape wines(including fortified), alcoholic grape mus",Cyprus,CYP
776,1995,412710,833413,"Grape wines(including fortified), alcoholic grape mus",Czechia,CZE
757,1995,249385,469760,"Grape wines(including fortified), alcoholic grape mus",Belarus,BLR
756,1995,4812,31089,"Grape wines(including fortified), alcoholic grape mus",Burundi,BDI
755,1995,7398,80632,"Grape wines(including fortified), alcoholic grape mus",Myanmar,MMR
754,1995,9386,63584,"Grape wines(including fortified), alcoholic grape mus",Bulgaria,BGR
732,1995,22898,20459,"Grape wines(including fortified), alcoholic grape mus",Albania,ALB
731,1995,1234971520,4569676288,"Grape wines(including fortified), alcoholic grape mus",World,WLD
736,1995,27987,174304,"Grape wines(including fortified), alcoholic grape mus",Antigua and Barbuda,ATG
737,1995,66101,102295,"Grape wines(including fortified), alcoholic grape mus",Azerbaijan,AZE
738,1995,742749,4940509,"Grape wines(including fortified), alcoholic grape mus",Argentina,ARG
739,1995,4273125,19866744,"Grape wines(including fortified), alcoholic grape mus",Australia,AUS
740,1995,2972686,18563570,"Grape wines(including fortified), alcoholic grape mus",Austria,AUT
741,1995,401022,1589804,"Grape wines(including fortified), alcoholic grape mus",Bahamas,BHS
742,1995,282800,2338974,"Grape wines(including fortified), alcoholic grape mus",Bahrain,BHR
777,1995,496898,1413092,"Grape wines(including fortified), alcoholic grape mus",Benin,BEN
743,1995,29585,132783,"Grape wines(including fortified), alcoholic grape mus",Bangladesh,BGD
745,1995,172699,1465845,"Grape wines(including fortified), alcoholic grape mus",Barbados,BRB
746,1995,141296864,531680064,"Grape wines(including fortified), alcoholic grape mus",Belgium-Luxembourg,BEL
747,1995,269401,1906923,"Grape wines(including fortified), alcoholic grape mus",Bermuda,BMU
748,1995,16812,135993,"Grape wines(including fortified), alcoholic grape mus",Bolivia (Plurinational State of),BOL
749,1995,97,1203,"Grape wines(including fortified), alcoholic grape mus",Bosnia Herzegovina,BIH
750,1995,2855812,16673094,"Grape wines(including fortified), alcoholic grape mus",Brazil,BRA
751,1995,9875,108513,"Grape wines(including fortified), alcoholic grape mus",Belize,BLZ
752,1995,898,7020,"Grape wines(including fortified), alcoholic grape mus",Br. Indian Ocean Terr.,IOT
