,Year,Weight,Value,Commodity,Partner,PartnerISO
607,1999,204875,906757,"Grape wines(including fortified), alcoholic grape must",Sri Lanka,LKA
606,1999,190175,466118,"Grape wines(including fortified), alcoholic grape must",Central African Rep.,CAF
605,1999,85300,1846462,"Grape wines(including fortified), alcoholic grape must",Cayman Isds,CYM
604,1999,4023,12658,"Grape wines(including fortified), alcoholic grape must",Cabo Verde,CPV
603,1999,61304184,201267808,"Grape wines(including fortified), alcoholic grape must",Canada,CAN
602,1999,1279499,7124224,"Grape wines(including fortified), alcoholic grape must",Cameroon,CMR
601,1999,241898,1079117,"Grape wines(including fortified), alcoholic grape must",Cambodia,KHM
600,1999,64500,145256,"Grape wines(including fortified), alcoholic grape must",Belarus,BLR
599,1999,2620,18825,"Grape wines(including fortified), alcoholic grape must",Burundi,BDI
598,1999,199,3083,"Grape wines(including fortified), alcoholic grape must",Myanmar,MMR
597,1999,42612,177877,"Grape wines(including fortified), alcoholic grape must",Bulgaria,BGR
595,1999,398,12821,"Grape wines(including fortified), alcoholic grape must",Br. Indian Ocean Terr.,IOT
662,1999,3812,30511,"Grape wines(including fortified), alcoholic grape must",Dem. People's Rep. of Korea,PRK
663,1999,3156074,14711810,"Grape wines(including fortified), alcoholic grape must",Rep. of Korea,KOR
708,1999,6847,49499,"Grape wines(including fortified), alcoholic grape must",Rwanda,RWA
728,1999,76053232,382023616,"Grape wines(including fortified), alcoholic grape must",Switzerland,CHE
727,1999,19700072,63024144,"Grape wines(including fortified), alcoholic grape must",Sweden,SWE
726,1999,40788,178365,"Grape wines(including fortified), alcoholic grape must",Suriname,SUR
725,1999,12249530,40793560,"Grape wines(including fortified), alcoholic grape must",Spain,ESP
724,1999,10784,43170,"Grape wines(including fortified), alcoholic grape must",Zimbabwe,ZWE
723,1999,1443299,5727001,"Grape wines(including fortified), alcoholic grape must",So. African Customs Union,ZAF
722,1999,43125,334332,"Grape wines(including fortified), alcoholic grape must",Slovenia,SVN
721,1999,1038210,2645454,"Grape wines(including fortified), alcoholic grape must",Viet Nam,VNM
720,1999,58812,149637,"Grape wines(including fortified), alcoholic grape must",Slovakia,SVK
719,1999,4740812,65917424,"Grape wines(including fortified), alcoholic grape must",Singapore,SGP
718,1999,419800,1394461,"Grape wines(including fortified), alcoholic grape must",India,IND
717,1999,122898,634258,"Grape wines(including fortified), alcoholic grape must",Seychelles,SYC
716,1999,1221761,1896448,"Grape wines(including fortified), alcoholic grape must",Senegal,SEN
715,1999,29175,222672,"Grape wines(including fortified), alcoholic grape must",Saudi Arabia,SAU
714,1999,3210,10223,"Grape wines(including fortified), alcoholic grape must",Sao Tome and Principe,STP
713,1999,45000,344719,"Grape wines(including fortified), alcoholic grape must",Saint Vincent and the Grenadines,VCT
712,1999,197472,698691,"Grape wines(including fortified), alcoholic grape must",Saint Pierre and Miquelon,SPM
711,1999,370862,850926,"Grape wines(including fortified), alcoholic grape must",Saint Lucia,LCA
710,1999,9062,207091,"Grape wines(including fortified), alcoholic grape must",Anguilla,AIA
729,1999,13375,77578,"Grape wines(including fortified), alcoholic grape must",Syria,SYR
709,1999,9187,66703,"Grape wines(including fortified), alcoholic grape must",Saint Kitts and Nevis,KNA
730,1999,2636784,10202365,"Grape wines(including fortified), alcoholic grape must",Thailand,THA
732,1999,154717,1178119,"Grape wines(including fortified), alcoholic grape must",Trinidad and Tobago,TTO
751,1999,1097,9250,"Grape wines(including fortified), alcoholic grape must",Yemen,YEM
750,1999,70085,238414,"Grape wines(including fortified), alcoholic grape must",Wallis and Futuna Isds,WLF
749,1999,872625,5015164,"Grape wines(including fortified), alcoholic grape must",Venezuela,VEN
748,1999,97,1298,"Grape wines(including fortified), alcoholic grape must",Uzbekistan,UZB
747,1999,262941,4383015,"Grape wines(including fortified), alcoholic grape must",Uruguay,URY
746,1999,137425,581999,"Grape wines(including fortified), alcoholic grape must",Burkina Faso,BFA
744,1999,114261176,977547456,"Grape wines(including fortified), alcoholic grape must",USA,USA
743,1999,13812,70436,"Grape wines(including fortified), alcoholic grape must",United Rep. of Tanzania,TZA
742,1999,341524032,1218371456,"Grape wines(including fortified), alcoholic grape must",United Kingdom,GBR
741,1999,225499,1328082,"Grape wines(including fortified), alcoholic grape must",Egypt,EGY
740,1999,146296,375231,"Grape wines(including fortified), alcoholic grape must",TFYR of Macedonia,MKD
739,1999,245213,845895,"Grape wines(including fortified), alcoholic grape must",Ukraine,UKR
738,1999,10937,50961,"Grape wines(including fortified), alcoholic grape must",Uganda,UGA
737,1999,88288,241498,"Grape wines(including fortified), alcoholic grape must",Turks and Caicos Isds,TCA
736,1999,393,6003,"Grape wines(including fortified), alcoholic grape must",Turkmenistan,TKM
735,1999,137898,1634500,"Grape wines(including fortified), alcoholic grape must",Turkey,TUR
734,1999,50625,305118,"Grape wines(including fortified), alcoholic grape must",Tunisia,TUN
733,1999,1262913,7967361,"Grape wines(including fortified), alcoholic grape must",United Arab Emirates,ARE
731,1999,331324,2012654,"Grape wines(including fortified), alcoholic grape must",Togo,TGO
752,1999,2222,10061,"Grape wines(including fortified), alcoholic grape must",Serbia and Montenegro,SCG
753,1999,11687,61023,"Grape wines(including fortified), alcoholic grape must",Zambia,ZMB
706,1999,39011,165380,"Grape wines(including fortified), alcoholic grape must",Romania,ROU
682,1999,15812,27103,"Grape wines(including fortified), alcoholic grape must",Rep. of Moldova,MDA
681,1999,80101,140386,"Grape wines(including fortified), alcoholic grape must",Mongolia,MNG
679,1999,2034851,14438826,"Grape wines(including fortified), alcoholic grape must",Mexico,MEX
678,1999,708186,3230213,"Grape wines(including fortified), alcoholic grape must",Mauritius,MUS
677,1999,40812,290025,"Grape wines(including fortified), alcoholic grape must",Mauritania,MRT
676,1999,202425,1553351,"Grape wines(including fortified), alcoholic grape must",Malta,MLT
675,1999,99511,400387,"Grape wines(including fortified), alcoholic grape must",Mali,MLI
674,1999,138023,534933,"Grape wines(including fortified), alcoholic grape must",Maldives,MDV
673,1999,2254523,10720744,"Grape wines(including fortified), alcoholic grape must",Malaysia,MYS
672,1999,17562,53882,"Grape wines(including fortified), alcoholic grape must",Malawi,MWI
671,1999,227398,872836,"Grape wines(including fortified), alcoholic grape must",Madagascar,MDG
670,1999,27929,200761,"Grape wines(including fortified), alcoholic grape must","China, Macao SAR",MAC
669,1999,11917773,48046976,"Grape wines(including fortified), alcoholic grape must",Luxembourg,LUX
668,1999,3145125,2651458,"Grape wines(including fortified), alcoholic grape must",Lithuania,LTU
667,1999,8312,35704,"Grape wines(including fortified), alcoholic grape must",Liberia,LBR
666,1999,898327,1782839,"Grape wines(including fortified), alcoholic grape must",Latvia,LVA
665,1999,340800,2662170,"Grape wines(including fortified), alcoholic grape must",Lebanon,LBN
664,1999,321983,885983,"Grape wines(including fortified), alcoholic grape must",Lao People's Dem. Rep.,LAO
683,1999,627776,2319885,"Grape wines(including fortified), alcoholic grape must",Morocco,MAR
707,1999,23206628,19655076,"Grape wines(including fortified), alcoholic grape must",Russian Federation,RUS
684,1999,3500,35218,"Grape wines(including fortified), alcoholic grape must",Mozambique,MOZ
686,1999,165125,393896,"Grape wines(including fortified), alcoholic grape must",Nepal,NPL
705,1999,51112,230786,"Grape wines(including fortified), alcoholic grape must",Qatar,QAT
704,1999,2806124,13394114,"Grape wines(including fortified), alcoholic grape must",Portugal,PRT
703,1999,18762412,18680804,"Grape wines(including fortified), alcoholic grape must",Poland,POL
702,1999,851726,3207653,"Grape wines(including fortified), alcoholic grape must",Philippines,PHL
701,1999,385135,1113848,"Grape wines(including fortified), alcoholic grape must",Peru,PER
700,1999,226589,3168377,"Grape wines(including fortified), alcoholic grape must",Paraguay,PRY
699,1999,296,1623,"Grape wines(including fortified), alcoholic grape must",Papua New Guinea,PNG
698,1999,406800,4339680,"Grape wines(including fortified), alcoholic grape must",Panama,PAN
697,1999,30898,94943,"Grape wines(including fortified), alcoholic grape must",Pakistan,PAK
696,1999,10911624,31126128,"Grape wines(including fortified), alcoholic grape must",Norway,NOR
695,1999,478483,2233866,"Grape wines(including fortified), alcoholic grape must",Nigeria,NGA
694,1999,29788,88775,"Grape wines(including fortified), alcoholic grape must",Niger,NER
693,1999,495,3083,"Grape wines(including fortified), alcoholic grape must",Nicaragua,NIC
692,1999,1136960,11165603,"Grape wines(including fortified), alcoholic grape must",New Zealand,NZL
691,1999,28796,220561,"Grape wines(including fortified), alcoholic grape must",Vanuatu,VUT
690,1999,2428625,9505782,"Grape wines(including fortified), alcoholic grape must",New Caledonia,NCL
689,1999,167295,1358918,"Grape wines(including fortified), alcoholic grape must",Aruba,ABW
688,1999,508312,3630763,"Grape wines(including fortified), alcoholic grape must",Neth. Antilles,ANT
687,1999,163040736,384480640,"Grape wines(including fortified), alcoholic grape must",Netherlands,NLD
685,1999,19250,131298,"Grape wines(including fortified), alcoholic grape must",Oman,OMN
755,2001,1719127592,4789606107,"Grape wines(including fortified), alcoholic grape must",World,WLD
945,2001,6500,24176,"Grape wines(including fortified), alcoholic grape must",Zambia,ZMB
757,2001,200,18804,"Grape wines(including fortified), alcoholic grape must",Antarctica,ATA
758,2001,938300,851539,"Grape wines(including fortified), alcoholic grape must",Algeria,DZA
756,2001,16800,52829,"Grape wines(including fortified), alcoholic grape must",Albania,ALB
760,2001,108100,488001,"Grape wines(including fortified), alcoholic grape must",Angola,AGO
879,2001,989545,5729759,"Grape wines(including fortified), alcoholic grape must",New Zealand,NZL
880,2001,41000,101182,"Grape wines(including fortified), alcoholic grape must",Nicaragua,NIC
881,2001,61900,123567,"Grape wines(including fortified), alcoholic grape must",Niger,NER
882,2001,478000,2705944,"Grape wines(including fortified), alcoholic grape must",Nigeria,NGA
885,2001,14457800,30117277,"Grape wines(including fortified), alcoholic grape must",Norway,NOR
886,2001,400,4477,"Grape wines(including fortified), alcoholic grape must",United States Minor Outlying Islands,UMI
887,2001,18100,105659,"Grape wines(including fortified), alcoholic grape must",Pakistan,PAK
888,2001,215953,1394161,"Grape wines(including fortified), alcoholic grape must",Panama,PAN
889,2001,300,4477,"Grape wines(including fortified), alcoholic grape must",Papua New Guinea,PNG
890,2001,104945,747671,"Grape wines(including fortified), alcoholic grape must",Paraguay,PRY
891,2001,239900,479047,"Grape wines(including fortified), alcoholic grape must",Peru,PER
892,2001,775900,2270772,"Grape wines(including fortified), alcoholic grape must",Philippines,PHL
893,2001,8348000,13321982,"Grape wines(including fortified), alcoholic grape must",Poland,POL
894,2001,1889536,8646126,"Grape wines(including fortified), alcoholic grape must",Portugal,PRT
895,2001,300,3582,"Grape wines(including fortified), alcoholic grape must",Guinea-Bissau,GNB
896,2001,11900,21490,"Grape wines(including fortified), alcoholic grape must",Timor-Leste,TLS
897,2001,88300,454871,"Grape wines(including fortified), alcoholic grape must",Qatar,QAT
878,2001,33400,176397,"Grape wines(including fortified), alcoholic grape must",Vanuatu,VUT
877,2001,2144400,7065718,"Grape wines(including fortified), alcoholic grape must",New Caledonia,NCL
876,2001,92100,374283,"Grape wines(including fortified), alcoholic grape must",Aruba,ABW
875,2001,286136,1425500,"Grape wines(including fortified), alcoholic grape must",Neth. Antilles,ANT
855,2001,14895800,37368347,"Grape wines(including fortified), alcoholic grape must",Luxembourg,LUX
856,2001,18589,133417,"Grape wines(including fortified), alcoholic grape must","China, Macao SAR",MAC
857,2001,211100,653653,"Grape wines(including fortified), alcoholic grape must",Madagascar,MDG
858,2001,17400,29549,"Grape wines(including fortified), alcoholic grape must",Malawi,MWI
859,2001,1806300,6241937,"Grape wines(including fortified), alcoholic grape must",Malaysia,MYS
860,2001,92800,212213,"Grape wines(including fortified), alcoholic grape must",Maldives,MDV
861,2001,180200,363538,"Grape wines(including fortified), alcoholic grape must",Mali,MLI
862,2001,232400,1376253,"Grape wines(including fortified), alcoholic grape must",Malta,MLT
863,2001,50700,254298,"Grape wines(including fortified), alcoholic grape must",Mauritania,MRT
898,2001,126700,295487,"Grape wines(including fortified), alcoholic grape must",Romania,ROU
864,2001,745200,2500894,"Grape wines(including fortified), alcoholic grape must",Mauritius,MUS
867,2001,61300,80587,"Grape wines(including fortified), alcoholic grape must",Mongolia,MNG
868,2001,200,895,"Grape wines(including fortified), alcoholic grape must",Rep. of Moldova,MDA
869,2001,700200,2752505,"Grape wines(including fortified), alcoholic grape must",Morocco,MAR
870,2001,6000,29549,"Grape wines(including fortified), alcoholic grape must",Mozambique,MOZ
871,2001,41100,128940,"Grape wines(including fortified), alcoholic grape must",Oman,OMN
872,2001,400,2686,"Grape wines(including fortified), alcoholic grape must",Namibia,NAM
873,2001,136900,219377,"Grape wines(including fortified), alcoholic grape must",Nepal,NPL
874,2001,190807900,299170627,"Grape wines(including fortified), alcoholic grape must",Netherlands,NLD
865,2001,2257800,13319295,"Grape wines(including fortified), alcoholic grape must",Mexico,MEX
759,2001,326700,1523101,"Grape wines(including fortified), alcoholic grape must",Andorra,AND
899,2001,29126200,28594177,"Grape wines(including fortified), alcoholic grape must",Russian Federation,RUS
901,2001,12700,56411,"Grape wines(including fortified), alcoholic grape must",Saint Kitts and Nevis,KNA
926,2001,78400,588288,"Grape wines(including fortified), alcoholic grape must",Trinidad and Tobago,TTO
927,2001,1218000,6849923,"Grape wines(including fortified), alcoholic grape must",United Arab Emirates,ARE
928,2001,40700,204155,"Grape wines(including fortified), alcoholic grape must",Tunisia,TUN
929,2001,319618,1146131,"Grape wines(including fortified), alcoholic grape must",Turkey,TUR
930,2001,53900,141476,"Grape wines(including fortified), alcoholic grape must",Turks and Caicos Isds,TCA
931,2001,2800,15222,"Grape wines(including fortified), alcoholic grape must",Uganda,UGA
932,2001,392500,1815901,"Grape wines(including fortified), alcoholic grape must",Ukraine,UKR
933,2001,167100,246239,"Grape wines(including fortified), alcoholic grape must",TFYR of Macedonia,MKD
934,2001,63000,328617,"Grape wines(including fortified), alcoholic grape must",Egypt,EGY
935,2001,367775100,966410470,"Grape wines(including fortified), alcoholic grape must",United Kingdom,GBR
936,2001,36600,217586,"Grape wines(including fortified), alcoholic grape must",United Rep. of Tanzania,TZA
937,2001,114025600,762191421,"Grape wines(including fortified), alcoholic grape must",USA,USA
938,2001,195000,600823,"Grape wines(including fortified), alcoholic grape must",Burkina Faso,BFA
939,2001,197800,1960063,"Grape wines(including fortified), alcoholic grape must",Uruguay,URY
940,2001,1400,8059,"Grape wines(including fortified), alcoholic grape must",Uzbekistan,UZB
941,2001,1447000,6321629,"Grape wines(including fortified), alcoholic grape must",Venezuela,VEN
942,2001,90800,180874,"Grape wines(including fortified), alcoholic grape must",Wallis and Futuna Isds,WLF
943,2001,1,895,"Grape wines(including fortified), alcoholic grape must",Yemen,YEM
944,2001,60800,151325,"Grape wines(including fortified), alcoholic grape must",Serbia and Montenegro,SCG
925,2001,345800,1304619,"Grape wines(including fortified), alcoholic grape must",Togo,TGO
924,2001,2821821,9856726,"Grape wines(including fortified), alcoholic grape must",Thailand,THA
923,2001,16400,153116,"Grape wines(including fortified), alcoholic grape must",Syria,SYR
922,2001,67607227,279492096,"Grape wines(including fortified), alcoholic grape must",Switzerland,CHE
902,2001,12222,101182,"Grape wines(including fortified), alcoholic grape must",Anguilla,AIA
903,2001,423845,585601,"Grape wines(including fortified), alcoholic grape must",Saint Lucia,LCA
904,2001,177700,543517,"Grape wines(including fortified), alcoholic grape must",Saint Pierre and Miquelon,SPM
905,2001,26345,144162,"Grape wines(including fortified), alcoholic grape must",Saint Vincent and the Grenadines,VCT
906,2001,11200,12536,"Grape wines(including fortified), alcoholic grape must",Sao Tome and Principe,STP
907,2001,2700,25967,"Grape wines(including fortified), alcoholic grape must",Saudi Arabia,SAU
908,2001,782900,1287607,"Grape wines(including fortified), alcoholic grape must",Senegal,SEN
909,2001,95700,500537,"Grape wines(including fortified), alcoholic grape must",Seychelles,SYC
910,2001,29700,39398,"Grape wines(including fortified), alcoholic grape must",Sierra Leone,SLE
900,2001,25200,72529,"Grape wines(including fortified), alcoholic grape must",Rwanda,RWA
911,2001,699800,1806052,"Grape wines(including fortified), alcoholic grape must",India,IND
913,2001,204000,376970,"Grape wines(including fortified), alcoholic grape must",Slovakia,SVK
914,2001,1659200,3872669,"Grape wines(including fortified), alcoholic grape must",Viet Nam,VNM
915,2001,81700,294591,"Grape wines(including fortified), alcoholic grape must",Slovenia,SVN
916,2001,422700,2117656,"Grape wines(including fortified), alcoholic grape must",South Africa,ZAF
917,2001,49700,108345,"Grape wines(including fortified), alcoholic grape must",Zimbabwe,ZWE
918,2001,6854600,34939086,"Grape wines(including fortified), alcoholic grape must",Spain,ESP
919,2001,1900,7163,"Grape wines(including fortified), alcoholic grape must",Fmr Sudan,SDN
920,2001,13600,49248,"Grape wines(including fortified), alcoholic grape must",Suriname,SUR
921,2001,24977000,53432089,"Grape wines(including fortified), alcoholic grape must",Sweden,SWE
912,2001,4627221,39110824,"Grape wines(including fortified), alcoholic grape must",Singapore,SGP
853,2001,2200,22385,"Grape wines(including fortified), alcoholic grape must",Libya,LBY
854,2001,1791000,2089003,"Grape wines(including fortified), alcoholic grape must",Lithuania,LTU
851,2001,1108100,2628938,"Grape wines(including fortified), alcoholic grape must",Latvia,LVA
785,2001,67049630,200008808,"Grape wines(including fortified), alcoholic grape must",Canada,CAN
786,2001,4600,28653,"Grape wines(including fortified), alcoholic grape must",Cabo Verde,CPV
787,2001,59200,789756,"Grape wines(including fortified), alcoholic grape must",Cayman Isds,CYM
788,2001,47400,154011,"Grape wines(including fortified), alcoholic grape must",Central African Rep.,CAF
789,2001,164300,566798,"Grape wines(including fortified), alcoholic grape must",Sri Lanka,LKA
790,2001,45400,109241,"Grape wines(including fortified), alcoholic grape must",Chad,TCD
791,2001,61448,608882,"Grape wines(including fortified), alcoholic grape must",Chile,CHL
792,2001,3178400,4372311,"Grape wines(including fortified), alcoholic grape must",China,CHN
793,2001,1066500,2129296,"Grape wines(including fortified), alcoholic grape must",Colombia,COL
794,2001,18600,33130,"Grape wines(including fortified), alcoholic grape must",Comoros,COM
795,2001,159300,336676,"Grape wines(including fortified), alcoholic grape must",Mayotte,MYT
796,2001,324000,1997670,"Grape wines(including fortified), alcoholic grape must",Congo,COG
797,2001,101400,445021,"Grape wines(including fortified), alcoholic grape must",Dem. Rep. of the Congo,COD
798,2001,109700,629477,"Grape wines(including fortified), alcoholic grape must",Costa Rica,CRI
799,2001,172900,625895,"Grape wines(including fortified), alcoholic grape must",Croatia,HRV
800,2001,112200,247134,"Grape wines(including fortified), alcoholic grape must",Cuba,CUB
801,2001,455600,1958272,"Grape wines(including fortified), alcoholic grape must",Cyprus,CYP
802,2001,2970800,4294409,"Grape wines(including fortified), alcoholic grape must",Czechia,CZE
852,2001,29400,251612,"Grape wines(including fortified), alcoholic grape must",Liberia,LBR
784,2001,2119400,8893260,"Grape wines(including fortified), alcoholic grape must",Cameroon,CMR
783,2001,265600,682306,"Grape wines(including fortified), alcoholic grape must",Cambodia,KHM
782,2001,178900,347421,"Grape wines(including fortified), alcoholic grape must",Belarus,BLR
781,2001,11400,35817,"Grape wines(including fortified), alcoholic grape must",Burundi,BDI
761,2001,168500,390401,"Grape wines(including fortified), alcoholic grape must",Antigua and Barbuda,ATG
762,2001,20000,51934,"Grape wines(including fortified), alcoholic grape must",Azerbaijan,AZE
763,2001,923400,1900070,"Grape wines(including fortified), alcoholic grape must",Argentina,ARG
764,2001,2707050,20616926,"Grape wines(including fortified), alcoholic grape must",Australia,AUS
765,2001,9687409,24560333,"Grape wines(including fortified), alcoholic grape must",Austria,AUT
766,2001,433880,2227792,"Grape wines(including fortified), alcoholic grape must",Bahamas,BHS
767,2001,253900,832736,"Grape wines(including fortified), alcoholic grape must",Bahrain,BHR
768,2001,39400,139685,"Grape wines(including fortified), alcoholic grape must",Bangladesh,BGD
769,2001,400,2686,"Grape wines(including fortified), alcoholic grape must",Armenia,ARM
804,2001,74552500,137788223,"Grape wines(including fortified), alcoholic grape must",Denmark,DNK
770,2001,186736,1503401,"Grape wines(including fortified), alcoholic grape must",Barbados,BRB
772,2001,161845,1548172,"Grape wines(including fortified), alcoholic grape must",Bermuda,BMU
773,2001,28800,35817,"Grape wines(including fortified), alcoholic grape must",Bolivia (Plurinational State of),BOL
774,2001,50000,93123,"Grape wines(including fortified), alcoholic grape must",Bosnia Herzegovina,BIH
775,2001,600,4477,"Grape wines(including fortified), alcoholic grape must",Botswana,BWA
776,2001,3736000,17270761,"Grape wines(including fortified), alcoholic grape must",Brazil,BRA
777,2001,36800,195200,"Grape wines(including fortified), alcoholic grape must",Belize,BLZ
778,2001,79000,546203,"Grape wines(including fortified), alcoholic grape must",Br. Virgin Isds,VGB
779,2001,52705,161175,"Grape wines(including fortified), alcoholic grape must",Bulgaria,BGR
780,2001,20000,94914,"Grape wines(including fortified), alcoholic grape must",Myanmar,MMR
771,2001,210373400,445426788,"Grape wines(including fortified), alcoholic grape must",Belgium,BEL
805,2001,21000,33130,"Grape wines(including fortified), alcoholic grape must",Dominica,DMA
803,2001,448200,1336854,"Grape wines(including fortified), alcoholic grape must",Benin,BEN
807,2001,113600,194305,"Grape wines(including fortified), alcoholic grape must",Ecuador,ECU
806,2001,536300,1545486,"Grape wines(including fortified), alcoholic grape must",Dominican Rep.,DOM
