,Year,Weight,Value,Commodity,Partner,PartnerISO
833,2001,141500,557843,"Grape wines(including fortified), alcoholic grape must",Indonesia,IDN
834,2001,3000,15222,"Grape wines(including fortified), alcoholic grape must",Iran,IRN
835,2001,1900,10745,"Grape wines(including fortified), alcoholic grape must",Iraq,IRQ
836,2001,12616300,41643952,"Grape wines(including fortified), alcoholic grape must",Ireland,IRL
837,2001,1296400,4418872,"Grape wines(including fortified), alcoholic grape must",Israel,ISR
838,2001,29701812,132112189,"Grape wines(including fortified), alcoholic grape must",Italy,ITA
839,2001,1273500,4101895,"Grape wines(including fortified), alcoholic grape must",Côte d'Ivoire,CIV
840,2001,286000,652757,"Grape wines(including fortified), alcoholic grape must",Jamaica,JAM
841,2001,64409702,343530373,"Grape wines(including fortified), alcoholic grape must",Japan,JPN
842,2001,337800,1101360,"Grape wines(including fortified), alcoholic grape must",Kazakhstan,KAZ
843,2001,97000,251612,"Grape wines(including fortified), alcoholic grape must",Jordan,JOR
844,2001,170000,635745,"Grape wines(including fortified), alcoholic grape must",Kenya,KEN
845,2001,8610,143266,"Grape wines(including fortified), alcoholic grape must",Dem. People's Rep. of Korea,PRK
846,2001,4235200,14770763,"Grape wines(including fortified), alcoholic grape must",Rep. of Korea,KOR
847,2001,700,1791,"Grape wines(including fortified), alcoholic grape must",Kuwait,KWT
848,2001,2000,6268,"Grape wines(including fortified), alcoholic grape must",Kyrgyzstan,KGZ
849,2001,321300,646490,"Grape wines(including fortified), alcoholic grape must",Lao People's Dem. Rep.,LAO
850,2001,477500,2647742,"Grape wines(including fortified), alcoholic grape must",Lebanon,LBN
831,2001,173800,401146,"Grape wines(including fortified), alcoholic grape must",Hungary,HUN
830,2001,5867163,31357427,"Grape wines(including fortified), alcoholic grape must","China, Hong Kong SAR",HKG
832,2001,771700,2465077,"Grape wines(including fortified), alcoholic grape must",Iceland,ISL
828,2001,160400,1308201,"Grape wines(including fortified), alcoholic grape must",Haiti,HTI
808,2001,10200,70738,"Grape wines(including fortified), alcoholic grape must",El Salvador,SLV
809,2001,30900,362643,"Grape wines(including fortified), alcoholic grape must",Equatorial Guinea,GNQ
810,2001,58200,352793,"Grape wines(including fortified), alcoholic grape must",Ethiopia,ETH
811,2001,814800,1712033,"Grape wines(including fortified), alcoholic grape must",Estonia,EST
812,2001,12400,45666,"Grape wines(including fortified), alcoholic grape must",Fiji,FJI
813,2001,12869800,24292604,"Grape wines(including fortified), alcoholic grape must",Finland,FIN
814,2001,2962200,7750711,"Grape wines(including fortified), alcoholic grape must",French Polynesia,PYF
829,2001,66300,179978,"Grape wines(including fortified), alcoholic grape must",Honduras,HND
816,2001,162300,261461,"Grape wines(including fortified), alcoholic grape must",Djibouti,DJI
817,2001,3187300,4409918,"Grape wines(including fortified), alcoholic grape must",Gabon,GAB
815,2001,6900,18804,"Grape wines(including fortified), alcoholic grape must",Fr. South Antarctic Terr.,ATF
819,2001,13100,18804,"Grape wines(including fortified), alcoholic grape must",Gambia,GMB
820,2001,315181200,604669151,"Grape wines(including fortified), alcoholic grape must",Germany,DEU
821,2001,76000,335781,"Grape wines(including fortified), alcoholic grape must",Ghana,GHA
822,2001,13200,111031,"Grape wines(including fortified), alcoholic grape must",Gibraltar,GIB
823,2001,1014508,6401321,"Grape wines(including fortified), alcoholic grape must",Greece,GRC
824,2001,23300,56411,"Grape wines(including fortified), alcoholic grape must",Grenada,GRD
825,2001,29000,239971,"Grape wines(including fortified), alcoholic grape must",Guam,GUM
826,2001,49100,185351,"Grape wines(including fortified), alcoholic grape must",Guatemala,GTM
827,2001,132200,299964,"Grape wines(including fortified), alcoholic grape must",Guinea,GIN
818,2001,1400,21490,"Grape wines(including fortified), alcoholic grape must",Georgia,GEO
380,2008,185,11801,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Uzbekistan,UZB
383,2008,22218,107683,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Zambia,ZMB
382,2008,86951,395331,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Wallis and Futuna Isds,WLF
381,2008,472354,5031621,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Venezuela,VEN
379,2008,226325,2941382,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Uruguay,URY
284,2008,100518,711006,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Kenya,KEN
377,2008,99531914,1125183265,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",USA,USA
259,2008,2457,14751,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Gambia,GMB
258,2008,43764,799513,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Georgia,GEO
257,2008,1481683,11340694,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Gabon,GAB
256,2008,116204,494164,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Djibouti,DJI
255,2008,1916,11801,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Fr. South Antarctic Terr.,ATF
254,2008,1968524,12936769,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",French Polynesia,PYF
253,2008,9391011,48779144,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Finland,FIN
252,2008,26977,174064,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Fiji,FJI
251,2008,1852624,10303687,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Estonia,EST
250,2008,109097,982427,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Ethiopia,ETH
249,2008,104385,3624361,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Equatorial Guinea,GNQ
248,2008,55770,345177,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",El Salvador,SLV
247,2008,111331,920473,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Ecuador,ECU
246,2008,479760,4695295,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Dominican Rep.,DOM
245,2008,23993,51629,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Dominica,DMA
244,2008,33671112,170769782,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Denmark,DNK
243,2008,617400,3379491,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Benin,BEN
242,2008,6511749,30263485,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Czechia,CZE
241,2008,1108218,8791693,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Cyprus,CYP
260,2008,242094080,987374956,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Germany,DEU
240,2008,72681,916047,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Cuba,CUB
261,2008,225399,4484353,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Ghana,GHA
263,2008,1552930,25245139,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Greece,GRC
282,2008,355694,3677465,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Kazakhstan,KAZ
281,2008,58818457,595384942,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Japan,JPN
280,2008,298004,1349731,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Jamaica,JAM
279,2008,2387062,11389372,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Côte d'Ivoire,CIV
278,2008,26100477,332843753,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Italy,ITA
277,2008,904545,6098131,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Israel,ISR
276,2008,15306676,103992745,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Ireland,IRL
275,2008,83838,331901,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Iraq,IRQ
274,2008,6366,51629,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Iran,IRN
273,2008,105752,2079914,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Indonesia,IDN
272,2008,221106,1665406,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Iceland,ISL
271,2008,801254,4199656,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Hungary,HUN
270,2008,7528937,149477954,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.","China, Hong Kong SAR",HKG
269,2008,59644,290598,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Honduras,HND
268,2008,151597,1396935,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Haiti,HTI
267,2008,121634,1632954,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Guinea,GIN
266,2008,33103,559069,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Guatemala,GTM
265,2008,10644,159313,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Guam,GUM
264,2008,20824,129810,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Grenada,GRD
262,2008,12040,339277,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Gibraltar,GIB
239,2008,178670,3650913,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Croatia,HRV
238,2008,82103,1023731,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Costa Rica,CRI
237,2008,521857,2880902,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Dem. Rep. of the Congo,COD
212,2008,154518,3276233,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Bermuda,BMU
211,2008,172008030,1157747931,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Belgium,BEL
210,2008,273663,3912008,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Barbados,BRB
209,2008,8948,215367,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Armenia,ARM
208,2008,27240,73756,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Bangladesh,BGD
207,2008,268530,3156749,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Bahrain,BHR
206,2008,449435,2773219,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Bahamas,BHS
205,2008,5281823,58936794,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Austria,AUT
204,2008,7004279,91098754,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Australia,AUS
203,2008,66495,2367562,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Argentina,ARG
202,2008,85039,1236147,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Azerbaijan,AZE
201,2008,132396,1197794,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Antigua and Barbuda,ATG
200,2008,335281,4471077,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Angola,AGO
199,2008,162010,2964984,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Andorra,AND
198,2008,1239983,3267382,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Algeria,DZA
197,2008,423,11801,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Antarctica,ATA
196,2008,40486,237494,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Albania,ALB
195,2008,8747,26552,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Afghanistan,AFG
194,2008,1368977986,10060794296,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",World,WLD
213,2008,16179,306824,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Bolivia (Plurinational State of),BOL
214,2008,38283,268471,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Bosnia Herzegovina,BIH
215,2008,3491544,39595070,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Brazil,BRA
216,2008,9004,84082,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Belize,BLZ
236,2008,635772,5851786,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Congo,COG
235,2008,260885,1185993,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Mayotte,MYT
234,2008,3684,19177,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Comoros,COM
233,2008,460007,2762893,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Colombia,COL
232,2008,25660844,142066970,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",China,CHN
231,2008,67412,1455940,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Chile,CHL
230,2008,67972,631350,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Chad,TCD
229,2008,121887,907196,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Sri Lanka,LKA
228,2008,87654,449910,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Central African Rep.,CAF
378,2008,370428,2581453,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Burkina Faso,BFA
227,2008,88038,2242177,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Cayman Isds,CYM
225,2008,55442054,415855920,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Canada,CAN
224,2008,2439275,11277264,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Cameroon,CMR
223,2008,357946,2293806,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Cambodia,KHM
222,2008,475576,2075489,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Belarus,BLR
221,2008,24792,89982,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Burundi,BDI
220,2008,9927,76706,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Myanmar,MMR
219,2008,431134,3317536,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Bulgaria,BGR
218,2008,338,17701,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Brunei Darussalam,BRN
217,2008,41313,851142,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Br. Virgin Isds,VGB
226,2008,15071,54579,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Cabo Verde,CPV
285,2008,40,4425,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Dem. People's Rep. of Korea,PRK
283,2008,184702,1259749,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Jordan,JOR
333,2008,429804,7347554,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Qatar,QAT
352,2008,2295019,8838897,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Viet Nam,VNM
351,2008,848183,4099348,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Slovakia,SVK
350,2008,10075858,263809788,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Singapore,SGP
349,2008,905847,8024632,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",India,IND
348,2008,18993,103258,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Sierra Leone,SLE
347,2008,214161,2683236,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Seychelles,SYC
346,2008,267009,1753913,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Serbia,SRB
345,2008,1756574,4177529,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Senegal,SEN
344,2008,11522,407132,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Saudi Arabia,SAU
343,2008,9986,35403,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Sao Tome and Principe,STP
342,2008,7173,157837,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",San Marino,SMR
341,2008,29522,517766,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Saint Vincent and the Grenadines,VCT
340,2008,177838,961776,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Saint Pierre and Miquelon,SPM
339,2008,288599,1185993,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Saint Lucia,LCA
338,2008,3328,148987,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Anguilla,AIA
337,2008,8586,197666,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Saint Kitts and Nevis,KNA
336,2008,42755,107683,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Rwanda,RWA
335,2008,20533085,69281784,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Russian Federation,RUS
334,2008,1415614,11949917,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Romania,ROU
353,2008,353430,3136097,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Slovenia,SVN
286,2008,4773374,56473350,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Rep. of Korea,KOR
354,2008,627101,15540350,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",South Africa,ZAF
356,2008,6558011,133245775,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Spain,ESP
375,2008,260636012,2083727074,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",United Kingdom,GBR
374,2008,175663,2515073,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Egypt,EGY
373,2008,4934,181439,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",TFYR of Macedonia,MKD
372,2008,865009,13463386,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Ukraine,UKR
371,2008,18653,107683,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Uganda,UGA
370,2008,74040,1689008,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Turks and Caicos Isds,TCA
369,2008,24143,81131,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Turkmenistan,TKM
368,2008,807611,4689395,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Turkey,TUR
367,2008,53277,861468,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Tunisia,TUN
366,2008,4239835,87200021,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",United Arab Emirates,ARE
365,2008,126584,2525399,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Trinidad and Tobago,TTO
364,2008,587466,5562663,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Togo,TGO
363,2008,2032791,23438122,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Thailand,THA
362,2008,44150,467612,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Syria,SYR
361,2008,44372994,512282793,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Switzerland,CHE
360,2008,20942837,129923813,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Sweden,SWE
359,2008,27527,78181,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Swaziland,SWZ
358,2008,12902,209467,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Suriname,SUR
357,2008,22148,56054,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Fmr Sudan,SDN
355,2008,2566,30977,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Zimbabwe,ZWE
332,2008,203,8851,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Guinea-Bissau,GNB
331,2008,1300843,21386235,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Portugal,PRT
330,2008,6700141,29269256,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Poland,POL
305,2008,246502,1084210,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Mongolia,MNG
303,2008,2524803,33471863,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Mexico,MEX
302,2008,741538,9125069,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Mauritius,MUS
301,2008,17893,238969,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Mauritania,MRT
300,2008,871860,6283995,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Malta,MLT
299,2008,186329,1037007,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Mali,MLI
298,2008,331215,2926631,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Maldives,MDV
297,2008,1339533,10660665,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Malaysia,MYS
296,2008,144987,1076835,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Madagascar,MDG
295,2008,190910,8226723,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.","China, Macao SAR",MAC
294,2008,7589357,64862336,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Luxembourg,LUX
293,2008,6650472,18713325,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Lithuania,LTU
292,2008,328,7376,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Libya,LBY
291,2008,21392,84082,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Liberia,LBR
290,2008,5144205,26009250,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Latvia,LVA
289,2008,469667,10533805,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Lebanon,LBN
288,2008,304763,2858775,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Lao People's Dem. Rep.,LAO
287,2008,2003,112109,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Kyrgyzstan,KGZ
306,2008,4023,129810,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Rep. of Moldova,MDA
307,2008,27398,234543,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Montenegro,MNE
308,2008,720,1475,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Montserrat,MSR
309,2008,1020783,15134693,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Morocco,MAR
329,2008,604984,3777773,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Philippines,PHL
328,2008,98502,1433813,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Peru,PER
327,2008,114281,1413161,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Paraguay,PRY
326,2008,202,8851,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Papua New Guinea,PNG
325,2008,333581,6378403,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Panama,PAN
324,2008,36,1475,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Pakistan,PAK
323,2008,7525032,39754383,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Norway,NOR
321,2008,2342313,30986292,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Nigeria,NGA
376,2008,52840,230118,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",United Rep. of Tanzania,TZA
320,2008,152556,544318,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Niger,NER
318,2008,1967869,21390661,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",New Zealand,NZL
317,2008,45638,311250,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Vanuatu,VUT
316,2008,3040805,20681130,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",New Caledonia,NCL
315,2008,34906,532517,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Aruba,ABW
314,2008,265949,4099348,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Neth. Antilles,ANT
313,2008,128793580,490800675,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Netherlands,NLD
312,2008,101943,185865,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Nepal,NPL
311,2008,38820,408607,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Oman,OMN
310,2008,4677,11801,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Mozambique,MOZ
319,2008,26686,132760,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Nicaragua,NIC
571,2009,39,6947,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Yemen,YEM
570,2009,26737,133375,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Wallis and Futuna Isds,WLF
572,2009,63,4168,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Zambia,ZMB
569,2009,359472,3501099,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Venezuela,VEN
473,2009,247233,1456013,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Jordan,JOR
567,2009,263437,2523014,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Uruguay,URY
449,2009,1134,2779,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Gambia,GMB
448,2009,19418,443195,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Georgia,GEO
447,2009,1497286,9646084,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Gabon,GAB
446,2009,126338,407072,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Djibouti,DJI
445,2009,72,2779,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Fr. South Antarctic Terr.,ATF
444,2009,1760752,10847850,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",French Polynesia,PYF
443,2009,7725088,38393997,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Finland,FIN
442,2009,9358,65298,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Fiji,FJI
441,2009,1952192,6864655,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Estonia,EST
440,2009,6359,44458,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Eritrea,ERI
439,2009,129759,1318469,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Ethiopia,ETH
438,2009,83075,2413258,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Equatorial Guinea,GNQ
437,2009,40151,233407,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",El Salvador,SLV
436,2009,45540,212567,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Ecuador,ECU
435,2009,296094,2749474,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Dominican Rep.,DOM
434,2009,19087,68077,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Dominica,DMA
433,2009,29807292,139115894,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Denmark,DNK
432,2009,915955,6929953,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Benin,BEN
431,2009,6925916,28500614,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Czechia,CZE
450,2009,236110477,863179305,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Germany,DEU
430,2009,769127,6014388,"Wine of fresh grapes, including fortified wines; grape must other than that of heading 20.09.",Cyprus,CYP
