Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,548,Vanuatu,VUT,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,843984,,843984,,937837,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,554,New Zealand,NZL,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,147000,,147000,,180657,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,562,Niger,NER,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,13908737,,13908737,,12192223,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,566,Nigeria,NGA,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,256052368,,256052368,,192197350,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,579,Norway,NOR,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,500000,,500000,,385000,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,580,N. Mariana Isds,MNP,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,48806,,48806,,67394,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,583,FS Micronesia,FSM,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,141179,,141179,,158879,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,584,Marshall Isds,MHL,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,13087,,13087,,17826,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,586,Pakistan,PAK,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1814750213,,1814750213,,1353944511,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,591,Panama,PAN,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1585886,,1585886,,1094268,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,598,Papua New Guinea,PNG,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,19942715,,19942715,,20410714,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,604,Peru,PER,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,52236426,,52236426,,41949598,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,608,Philippines,PHL,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,195897766,,195897766,,159653369,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,616,Poland,POL,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,456213,,456213,,403758,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,620,Portugal,PRT,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,4277476,,4277476,,3147501,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,624,Guinea-Bissau,GNB,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1968015,,1968015,,1786113,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,626,Timor-Leste,TLS,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,10365641,,10365641,,11329842,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,642,Romania,ROU,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1334996,,1334996,,1116528,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,643,Russian Federation,RUS,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,528004601,,528004601,,392564878,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,646,Rwanda,RWA,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,837900,,837900,,749023,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,678,Sao Tome and Principe,STP,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,556406,,556406,,629118,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,682,Saudi Arabia,SAU,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,302172673,,302172673,,231964589,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,686,Senegal,SEN,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,53904836,,53904836,,47621724,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,690,Seychelles,SYC,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,62087,,62087,,59311,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,694,Sierra Leone,SLE,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,20254929,,20254929,,18404629,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,699,India,IND,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,4867846460,,4867846460,,3635344651,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,702,Singapore,SGP,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,789087226,,789087226,,602913506,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,704,Viet Nam,VNM,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,93943180,,93943180,,72966030,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,705,Slovenia,SVN,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1000,,1000,,785,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,706,Somalia,SOM,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,16459749,,16459749,,14994867,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,710,South Africa,ZAF,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,336498597,,336498597,,256913118,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,716,Zimbabwe,ZWE,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,59310,,59310,,58915,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,724,Spain,ESP,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,903242471,,903242471,,672650297,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,729,Sudan,SDN,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,2762651,,2762651,,2563284,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,752,Sweden,SWE,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,2999984,,2999984,,2042989,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,757,Switzerland,CHE,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,120600,,120600,,118188,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,760,Syria,SYR,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,11660687,,11660687,,9081271,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,764,Thailand,THA,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,17046722,,17046722,,13705944,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,768,Togo,TGO,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,125436792,,125436792,,98388158,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,776,Tonga,TON,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,271377,,271377,,290668,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,780,Trinidad and Tobago,TTO,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,132099,,132099,,122442,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,784,United Arab Emirates,ARE,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,284811884,,284811884,,216682846,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,788,Tunisia,TUN,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,67748759,,67748759,,52240637,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,792,Turkey,TUR,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,201383863,,201383863,,152774416,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,798,Tuvalu,TUV,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1000000,,1000000,,627640,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,800,Uganda,UGA,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,3806460,,3806460,,3303936,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,804,Ukraine,UKR,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,358499120,,358499120,,275593732,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,807,TFYR of Macedonia,MKD,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,43740,,43740,,37179,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,818,Egypt,EGY,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1010313496,,1010313496,,751879584,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,826,United Kingdom,GBR,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,58350398,,58350398,,47603380,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,834,United Rep. of Tanzania,TZA,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,185820616,,185820616,,149132992,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,842,USA,USA,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,403940174,,403940174,,300991146,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,854,Burkina Faso,BFA,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1603890,,1603890,,1370227,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,858,Uruguay,URY,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1092000,,1092000,,873180,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,882,Samoa,WSM,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1478639,,1478639,,1614796,,,0
H4,2014,2014,2014,4,0,2,Export,360,Indonesia,IDN,887,Yemen,YEM,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,41043250,,41043250,,39638163,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,0,World,WLD,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,26467563594,,26467563594,,15385275322,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,4,Afghanistan,AFG,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,25052496,,25052496,,19525873,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,8,Albania,ALB,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,47484,,47484,,37653,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,12,Algeria,DZA,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,114387440,,114387440,,67835777,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,16,American Samoa,ASM,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,55062,,55062,,50457,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,24,Angola,AGO,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,76190295,,76190295,,57561645,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,32,Argentina,ARG,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,2957818,,2957818,,1260030,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,36,Australia,AUS,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,10000,,10000,,8972,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,50,Bangladesh,BGD,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1131976551,,1131976551,,672049678,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,76,Brazil,BRA,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,184298590,,184298590,,106308728,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,84,Belize,BLZ,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,23742,,23742,,17427,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,90,Solomon Isds,SLB,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1794916,,1794916,,1700835,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,96,Brunei Darussalam,BRN,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1926417,,1926417,,1744797,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,100,Bulgaria,BGR,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,873394,,873394,,610462,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,104,Myanmar,MMR,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,564094319,,564094319,,353153355,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,116,Cambodia,KHM,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,1061310,,1061310,,713934,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,120,Cameroon,CMR,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,10889675,,10889675,,7727590,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,124,Canada,CAN,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,5148640,,5148640,,3459831,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,144,Sri Lanka,LKA,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,49966433,,49966433,,31260969,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,152,Chile,CHL,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,19980,,19980,,18685,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,156,China,CHN,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,3629607709,,3629607709,,2046930843,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,174,Comoros,COM,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,2848864,,2848864,,2522079,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,178,Congo,COG,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,22475111,,22475111,,15812992,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,180,Dem. Rep. of the Congo,COD,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,16833492,,16833492,,10185733,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,184,Cook Isds,COK,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,33660,,33660,,30613,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,191,Croatia,HRV,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,2163828,,2163828,,1483043,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,192,Cuba,CUB,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,190080,,190080,,141869,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,196,Cyprus,CYP,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,23940,,23940,,16469,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,204,Benin,BEN,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,177409259,,177409259,,124091073,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,208,Denmark,DNK,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,6459921,,6459921,,3652063,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,212,Dominica,DMA,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,77220,,77220,,70677,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,214,Dominican Rep.,DOM,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,41920,,41920,,35999,,,0
H4,2015,2015,2015,4,0,2,Export,360,Indonesia,IDN,226,Equatorial Guinea,GNQ,,,,,,,,1511,"Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes // Palm oil and its fractions, whether or not refined, but not chemically modified.",8,Weight in kilograms,,,2327768,,2327768,,1949360,,,0
