Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,528,Netherlands,NLD,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,35049008,,35049008,,104361060,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,533,Aruba,ABW,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2088,,2088,,15380,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,534,Saint Maarten,SXM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,35123,,35123,,357495,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,540,New Caledonia,NCL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1759713,,1759713,,14934016,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,548,Vanuatu,VUT,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1842,,1842,,16469,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,554,New Zealand,NZL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,200854,,200854,,2081966,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,562,Niger,NER,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,65735,,65735,,402738,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,566,Nigeria,NGA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,261114,,261114,,1509071,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,579,Norway,NOR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1478994,,1478994,,16290043,,,6
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,586,Pakistan,PAK,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,428093,,428093,,2223937,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,591,Panama,PAN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,93329,,93329,,688768,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,600,Paraguay,PRY,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,15173,,15173,,108419,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,604,Peru,PER,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,150597,,150597,,1167689,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,608,Philippines,PHL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,178562,,178562,,1816441,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,616,Poland,POL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,5025943,,5025943,,26557764,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,620,Portugal,PRT,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,5649530,,5649530,,28330287,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,624,Guinea-Bissau,GNB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1737,,1737,,19124,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,634,Qatar,QAT,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,647805,,647805,,5435107,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,642,Romania,ROU,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,567672,,567672,,3868474,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,643,Russian Federation,RUS,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,3572351,,3572351,,26950059,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,662,Saint Lucia,LCA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,17827,,17827,,109625,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,666,Saint Pierre and Miquelon,SPM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,155793,,155793,,1209993,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,670,Saint Vincent and the Grenadines,VCT,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,998,,998,,16466,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,682,Saudi Arabia,SAU,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,7057585,,7057585,,43807117,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,686,Senegal,SEN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1066410,,1066410,,6753290,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,688,Serbia,SRB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,50919,,50919,,177890,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,690,Seychelles,SYC,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,6655,,6655,,51705,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,694,Sierra Leone,SLE,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,7478,,7478,,11917,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,699,India,IND,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,99078,,99078,,770976,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,702,Singapore,SGP,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,868558,,868558,,7416382,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,703,Slovakia,SVK,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,183489,,183489,,1329344,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,704,Viet Nam,VNM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,846130,,846130,,9365748,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,705,Slovenia,SVN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,385358,,385358,,2168388,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,710,South Africa,ZAF,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,798982,,798982,,5717465,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,724,Spain,ESP,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,68261524,,68261524,,346492242,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,729,Sudan,SDN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,36,,36,,248,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,740,Suriname,SUR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2856,,2856,,15358,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,752,Sweden,SWE,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,11223557,,11223557,,72034927,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,757,Switzerland,CHE,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,13717322,,13717322,,127252440,,,6
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,764,Thailand,THA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,205356,,205356,,2022632,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,768,Togo,TGO,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,93698,,93698,,657592,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,780,Trinidad and Tobago,TTO,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,5446,,5446,,44394,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,784,United Arab Emirates,ARE,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2451280,,2451280,,18521504,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,788,Tunisia,TUN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,110600,,110600,,915740,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,792,Turkey,TUR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,108508,,108508,,867202,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,795,Turkmenistan,TKM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,10387,,10387,,117580,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,800,Uganda,UGA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,11277,,11277,,57197,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,804,Ukraine,UKR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,801392,,801392,,5715955,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,807,TFYR of Macedonia,MKD,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,205797,,205797,,884162,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,818,Egypt,EGY,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,313856,,313856,,2198220,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,826,United Kingdom,GBR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,112009166,,112009166,,415094733,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,834,United Rep. of Tanzania,TZA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,26674,,26674,,155630,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,842,USA,USA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,22513519,,22513519,,205235581,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,854,Burkina Faso,BFA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,214444,,214444,,1401668,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,858,Uruguay,URY,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,9645,,9645,,121411,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,862,Venezuela,VEN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,28432,,28432,,308396,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,876,Wallis and Futuna Isds,WLF,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,10025,,10025,,120772,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,887,Yemen,YEM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,108,,108,,857,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,894,Zambia,ZMB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,717,,717,,16432,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,899,"Areas, nes",,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,126607,,126607,,832843,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,681061487,,681061487,,3341464279,,,6
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,10,Antarctica,ATA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,554,,554,,7449,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,12,Algeria,DZA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1659659,,1659659,,6914258,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,20,Andorra,AND,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,383212,,383212,,2689042,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,24,Angola,AGO,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,39036,,39036,,207849,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,28,Antigua and Barbuda,ATG,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,674,,674,,9686,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,31,Azerbaijan,AZE,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,98082,,98082,,550177,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,32,Argentina,ARG,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,48208,,48208,,476165,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,36,Australia,AUS,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2073200,,2073200,,23048065,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,40,Austria,AUT,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,3906764,,3906764,,19874131,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,44,Bahamas,BHS,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,60,,60,,281,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,48,Bahrain,BHR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,468361,,468361,,2956460,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,51,Armenia,ARM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,34393,,34393,,197712,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,52,Barbados,BRB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2735,,2735,,22719,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,56,Belgium,BEL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,80608809,,80608809,,443441490,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,70,Bosnia Herzegovina,BIH,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,5000,,5000,,16802,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,76,Brazil,BRA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1004011,,1004011,,6669875,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,92,Br. Virgin Isds,VGB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,8481,,8481,,50141,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,100,Bulgaria,BGR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,653012,,653012,,2691883,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,104,Myanmar,MMR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2684,,2684,,19761,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,112,Belarus,BLR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,67653,,67653,,435805,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,116,Cambodia,KHM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,92013,,92013,,573402,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,120,Cameroon,CMR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,234287,,234287,,1213522,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,124,Canada,CAN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,3929669,,3929669,,37157925,,,6
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,132,Cabo Verde,CPV,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,720,,720,,2875,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,140,Central African Rep.,CAF,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2212,,2212,,19323,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,144,Sri Lanka,LKA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,26,,26,,387,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,148,Chad,TCD,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,12022,,12022,,49841,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,152,Chile,CHL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,558420,,558420,,3664550,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,156,China,CHN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2139752,,2139752,,14077278,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,170,Colombia,COL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,96746,,96746,,748681,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,174,Comoros,COM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,6736,,6736,,33616,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,178,Congo,COG,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,349428,,349428,,1882785,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,180,Dem. Rep. of the Congo,COD,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,18614,,18614,,101454,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,188,Costa Rica,CRI,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,19463,,19463,,148087,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,191,Croatia,HRV,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,312618,,312618,,1151549,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,192,Cuba,CUB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,12068,,12068,,106459,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,196,Cyprus,CYP,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,653396,,653396,,4524791,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,203,Czechia,CZE,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2638852,,2638852,,13704538,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,204,Benin,BEN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,471471,,471471,,2074638,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,208,Denmark,DNK,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,13223366,,13223366,,51238697,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,212,Dominica,DMA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,5510,,5510,,28172,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,214,Dominican Rep.,DOM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,134991,,134991,,1175148,,,6
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,222,El Salvador,SLV,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,42508,,42508,,372481,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,226,Equatorial Guinea,GNQ,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,82117,,82117,,441950,,,0
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,231,Ethiopia,ETH,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2146,,2146,,13592,,,0
