Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,508,Mozambique,MOZ,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,22769,,22769,,173044,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,512,Oman,OMN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,352874,,352874,,2333798,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,516,Namibia,NAM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2406,,2406,,25269,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,524,Nepal,NPL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,3639,,3639,,23443,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,528,Netherlands,NLD,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,33563041,,33563041,,103271495,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,531,Curaçao,CUW,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,108524,,108524,,683100,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,533,Aruba,ABW,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2250,,2250,,15921,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,540,New Caledonia,NCL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1513994,,1513994,,12759266,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,548,Vanuatu,VUT,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1459,,1459,,12429,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,554,New Zealand,NZL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,157949,,157949,,1510944,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,562,Niger,NER,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,49010,,49010,,292298,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,566,Nigeria,NGA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,63299,,63299,,333733,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,577,"Other Africa, nes",,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,6414,,6414,,27934,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,579,Norway,NOR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1572196,,1572196,,16096305,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,586,Pakistan,PAK,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,193628,,193628,,924330,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,591,Panama,PAN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,100483,,100483,,670618,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,600,Paraguay,PRY,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1077,,1077,,10287,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,604,Peru,PER,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,103389,,103389,,732703,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,608,Philippines,PHL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,157704,,157704,,1196484,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,616,Poland,POL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,3282863,,3282863,,16679124,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,620,Portugal,PRT,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,7077150,,7077150,,30399044,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,624,Guinea-Bissau,GNB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,21025,,21025,,76583,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,634,Qatar,QAT,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,608771,,608771,,5432375,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,642,Romania,ROU,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,536217,,536217,,2925515,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,643,Russian Federation,RUS,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,8123034,,8123034,,49485743,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,646,Rwanda,RWA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,494,,494,,6267,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,662,Saint Lucia,LCA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,11011,,11011,,98606,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,666,Saint Pierre and Miquelon,SPM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,118250,,118250,,829906,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,670,Saint Vincent and the Grenadines,VCT,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1492,,1492,,24024,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,674,San Marino,SMR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,11715,,11715,,75593,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,682,Saudi Arabia,SAU,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,3422915,,3422915,,22846546,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,686,Senegal,SEN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,890868,,890868,,4983411,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,688,Serbia,SRB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,16980,,16980,,86582,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,690,Seychelles,SYC,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,7569,,7569,,59347,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,699,India,IND,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,126099,,126099,,945473,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,702,Singapore,SGP,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,545597,,545597,,5393985,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,703,Slovakia,SVK,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,182342,,182342,,967944,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,704,Viet Nam,VNM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,575813,,575813,,6192057,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,705,Slovenia,SVN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,410235,,410235,,2154482,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,710,South Africa,ZAF,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1223168,,1223168,,8485931,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,724,Spain,ESP,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,75600659,,75600659,,336269537,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,729,Sudan,SDN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,72,,72,,450,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,740,Suriname,SUR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,3905,,3905,,7663,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,752,Sweden,SWE,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,9319785,,9319785,,58106603,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,757,Switzerland,CHE,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,14312118,,14312118,,124051171,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,764,Thailand,THA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,210050,,210050,,1882261,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,768,Togo,TGO,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,79729,,79729,,536830,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,780,Trinidad and Tobago,TTO,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,115,,115,,800,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,784,United Arab Emirates,ARE,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2170336,,2170336,,15950749,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,788,Tunisia,TUN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,162920,,162920,,886940,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,792,Turkey,TUR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,189176,,189176,,1140998,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,795,Turkmenistan,TKM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,9362,,9362,,95827,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,800,Uganda,UGA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,956,,956,,9092,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,804,Ukraine,UKR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,914468,,914468,,6025671,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,807,TFYR of Macedonia,MKD,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,44270,,44270,,186060,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,818,Egypt,EGY,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,254196,,254196,,1646238,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,826,United Kingdom,GBR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,114872718,,114872718,,389275291,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,834,United Rep. of Tanzania,TZA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,702,,702,,7507,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,842,USA,USA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,21703830,,21703830,,175628055,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,854,Burkina Faso,BFA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,191601,,191601,,1085969,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,858,Uruguay,URY,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,11389,,11389,,130637,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,860,Uzbekistan,UZB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,243,,243,,988,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,862,Venezuela,VEN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,219468,,219468,,1912099,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,876,Wallis and Futuna Isds,WLF,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,9470,,9470,,108128,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,887,Yemen,YEM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,43770,,43770,,247636,,,0
H4,2012,2012,2012,4,0,2,Export,251,France,FRA,899,"Areas, nes",,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,6441,,6441,,65493,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,0,World,WLD,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,697778771,,697778771,,4001658164,,,6
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,4,Afghanistan,AFG,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1167,,1167,,14731,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,8,Albania,ALB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2381,,2381,,17878,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,12,Algeria,DZA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1121288,,1121288,,6033666,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,20,Andorra,AND,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,600107,,600107,,4635224,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,24,Angola,AGO,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,108409,,108409,,707044,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,28,Antigua and Barbuda,ATG,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,252,,252,,1300,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,31,Azerbaijan,AZE,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,143306,,143306,,794708,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,32,Argentina,ARG,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,55270,,55270,,558102,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,36,Australia,AUS,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1798930,,1798930,,23413614,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,40,Austria,AUT,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,4124963,,4124963,,24820910,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,48,Bahrain,BHR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,341204,,341204,,2492012,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,51,Armenia,ARM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,24739,,24739,,163334,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,52,Barbados,BRB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2865,,2865,,25534,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,56,Belgium,BEL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,78679253,,78679253,,514146445,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,60,Bermuda,BMU,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,81,,81,,809,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,76,Brazil,BRA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1544289,,1544289,,12756233,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,92,Br. Virgin Isds,VGB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1880,,1880,,26560,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,100,Bulgaria,BGR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,708178,,708178,,3629655,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,104,Myanmar,MMR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,3222,,3222,,36381,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,116,Cambodia,KHM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,55267,,55267,,469809,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,120,Cameroon,CMR,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,276037,,276037,,1503514,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,124,Canada,CAN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,4142840,,4142840,,50049924,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,132,Cabo Verde,CPV,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,5299,,5299,,14394,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,136,Cayman Isds,CYM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2266,,2266,,34801,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,140,Central African Rep.,CAF,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,40,,40,,494,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,144,Sri Lanka,LKA,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,182,,182,,2106,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,148,Chad,TCD,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,24143,,24143,,160589,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,152,Chile,CHL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,178413,,178413,,1810753,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,156,China,CHN,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,1631854,,1631854,,11348875,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,170,Colombia,COL,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,77535,,77535,,735438,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,174,Comoros,COM,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,22286,,22286,,129104,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,175,Mayotte,MYT,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,399477,,399477,,2929342,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,178,Congo,COG,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,215687,,215687,,1548781,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,180,Dem. Rep. of the Congo,COD,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,98184,,98184,,561924,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,188,Costa Rica,CRI,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,10134,,10134,,95559,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,191,Croatia,HRV,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,301338,,301338,,1112494,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,192,Cuba,CUB,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,46872,,46872,,501052,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,196,Cyprus,CYP,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,518189,,518189,,3981783,,,0
H4,2013,2013,2013,4,0,2,Export,251,France,FRA,203,Czechia,CZE,,,,,,,,0406,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included // Cheese and curd.",8,Weight in kilograms,,,2561327,,2561327,,15904478,,,0
