,Year,Weight,Value,Commodity,Partner,PartnerISO
24,2013,411143.0,1000406,"Beverages, spirits and vinegar // Beer made from malt.",Chile,CHL
23,2013,928895.0,637642,"Beverages, spirits and vinegar // Beer made from malt.",Chad,TCD
22,2013,664008.0,479057,"Beverages, spirits and vinegar // Beer made from malt.",Central African Rep.,CAF
21,2013,84525.0,124547,"Beverages, spirits and vinegar // Beer made from malt.",Cayman Isds,CYM
20,2013,274680.0,203711,"Beverages, spirits and vinegar // Beer made from malt.",Cabo Verde,CPV
19,2013,37930898.0,37482894,"Beverages, spirits and vinegar // Beer made from malt.",Canada,CAN
18,2013,434407.0,309967,"Beverages, spirits and vinegar // Beer made from malt.",Cameroon,CMR
17,2013,7824.0,26764,"Beverages, spirits and vinegar // Beer made from malt.",Cambodia,KHM
16,2013,204097.0,365040,"Beverages, spirits and vinegar // Beer made from malt.",Belarus,BLR
15,2013,5650.0,17007,"Beverages, spirits and vinegar // Beer made from malt.",Burundi,BDI
1,2013,889824.0,658417,"Beverages, spirits and vinegar // Beer made from malt.",Algeria,DZA
2,2013,18390.0,38026,"Beverages, spirits and vinegar // Beer made from malt.",Andorra,AND
3,2013,401038.0,258508,"Beverages, spirits and vinegar // Beer made from malt.",Angola,AGO
4,2013,155930.0,288725,"Beverages, spirits and vinegar // Beer made from malt.",Azerbaijan,AZE
5,2013,92078.0,111820,"Beverages, spirits and vinegar // Beer made from malt.",Argentina,ARG
6,2013,3000467.0,5251126,"Beverages, spirits and vinegar // Beer made from malt.",Australia,AUS
32,2013,203273.0,186579,"Beverages, spirits and vinegar // Beer made from malt.",Croatia,HRV
7,2013,4584574.0,7609651,"Beverages, spirits and vinegar // Beer made from malt.",Austria,AUT
9,2013,194001.0,177969,"Beverages, spirits and vinegar // Beer made from malt.",Bahrain,BHR
10,2013,125273.0,113398,"Beverages, spirits and vinegar // Beer made from malt.",Bangladesh,BGD
11,2013,123303.0,148242,"Beverages, spirits and vinegar // Beer made from malt.",Bermuda,BMU
12,2013,2220720.0,5562031,"Beverages, spirits and vinegar // Beer made from malt.",Brazil,BRA
13,2013,12607.0,21844,"Beverages, spirits and vinegar // Beer made from malt.",Br. Virgin Isds,VGB
14,2013,229743.0,248958,"Beverages, spirits and vinegar // Beer made from malt.",Bulgaria,BGR
8,2013,40676.0,81206,"Beverages, spirits and vinegar // Beer made from malt.",Bahamas,BHS
33,2013,5671724.0,6977241,"Beverages, spirits and vinegar // Beer made from malt.",Cyprus,CYP
34,2013,1447520.0,1003512,"Beverages, spirits and vinegar // Beer made from malt.",Czechia,CZE
35,2013,7648.0,5895,"Beverages, spirits and vinegar // Beer made from malt.",Benin,BEN
54,2013,19552.0,16630,"Beverages, spirits and vinegar // Beer made from malt.",Guinea,GIN
55,2013,38384.0,39967,"Beverages, spirits and vinegar // Beer made from malt.",Honduras,HND
56,2013,4209703.0,5348799,"Beverages, spirits and vinegar // Beer made from malt.","China, Hong Kong SAR",HKG
57,2013,1002246.0,1149640,"Beverages, spirits and vinegar // Beer made from malt.",Hungary,HUN
138,2013,167254.0,110049,"Beverages, spirits and vinegar // Beer made from malt.",Burkina Faso,BFA
59,2013,460.0,977,"Beverages, spirits and vinegar // Beer made from malt.",Iran,IRN
53,2013,571198.0,622989,"Beverages, spirits and vinegar // Beer made from malt.",Guatemala,GTM
60,2013,60480.0,38346,"Beverages, spirits and vinegar // Beer made from malt.",Iraq,IRQ
62,2013,6178772.0,8767654,"Beverages, spirits and vinegar // Beer made from malt.",Israel,ISR
63,2013,50302094.0,55120002,"Beverages, spirits and vinegar // Beer made from malt.",Italy,ITA
64,2013,416528.0,306476,"Beverages, spirits and vinegar // Beer made from malt.",Côte d'Ivoire,CIV
65,2013,17754919.0,21896880,"Beverages, spirits and vinegar // Beer made from malt.",Japan,JPN
66,2013,1701167.0,2575065,"Beverages, spirits and vinegar // Beer made from malt.",Kazakhstan,KAZ
67,2013,217877.0,210132,"Beverages, spirits and vinegar // Beer made from malt.",Jordan,JOR
61,2013,10734714.0,9804507,"Beverages, spirits and vinegar // Beer made from malt.",Ireland,IRL
69,2013,6806790.0,4819604,"Beverages, spirits and vinegar // Beer made from malt.",Rep. of Korea,KOR
52,2013,103386.0,148845,"Beverages, spirits and vinegar // Beer made from malt.",Guam,GUM
50,2013,207176.0,385911,"Beverages, spirits and vinegar // Beer made from malt.",Gibraltar,GIB
36,2013,3984105.0,7883379,"Beverages, spirits and vinegar // Beer made from malt.",Denmark,DNK
37,2013,314082.0,401941,"Beverages, spirits and vinegar // Beer made from malt.",Dominican Rep.,DOM
38,2013,83254.0,102252,"Beverages, spirits and vinegar // Beer made from malt.",Ecuador,ECU
39,2013,15.0,57,"Beverages, spirits and vinegar // Beer made from malt.",Eritrea,ERI
40,2013,214159.0,452300,"Beverages, spirits and vinegar // Beer made from malt.",Estonia,EST
41,2013,1889651.0,2506084,"Beverages, spirits and vinegar // Beer made from malt.",Finland,FIN
51,2013,1395501.0,1670534,"Beverages, spirits and vinegar // Beer made from malt.",Greece,GRC
42,2013,488223327.0,618504337,"Beverages, spirits and vinegar // Beer made from malt.",France,FRA
44,2013,16606.0,28788,"Beverages, spirits and vinegar // Beer made from malt.",Djibouti,DJI
45,2013,297362.0,216108,"Beverages, spirits and vinegar // Beer made from malt.",Gabon,GAB
46,2013,187568.0,202884,"Beverages, spirits and vinegar // Beer made from malt.",Georgia,GEO
47,2013,7406.0,13198,"Beverages, spirits and vinegar // Beer made from malt.",Gambia,GMB
48,2013,185726762.0,109602386,"Beverages, spirits and vinegar // Beer made from malt.",Germany,DEU
49,2013,158522.0,157501,"Beverages, spirits and vinegar // Beer made from malt.",Ghana,GHA
43,2013,36250.0,84362,"Beverages, spirits and vinegar // Beer made from malt.",French Polynesia,PYF
139,2013,25667.0,65521,"Beverages, spirits and vinegar // Beer made from malt.",Uruguay,URY
0,2013,1375818521.0,1550426898,"Beverages, spirits and vinegar // Beer made from malt.",World,WLD
148,2015,1865469.0,2595127,"Beverages, spirits and vinegar // Beer made from malt.",Australia,AUS
238,2015,11352.0,17302,"Beverages, spirits and vinegar // Beer made from malt.",Curaçao,CUW
239,2015,72153.0,103201,"Beverages, spirits and vinegar // Beer made from malt.",Aruba,ABW
240,2015,23942.0,61808,"Beverages, spirits and vinegar // Beer made from malt.",New Caledonia,NCL
241,2015,445640.0,408859,"Beverages, spirits and vinegar // Beer made from malt.",New Zealand,NZL
242,2015,43366.0,116993,"Beverages, spirits and vinegar // Beer made from malt.",Niger,NER
243,2015,3067.0,7902,"Beverages, spirits and vinegar // Beer made from malt.",Nigeria,NGA
237,2015,235260754.0,187785071,"Beverages, spirits and vinegar // Beer made from malt.",Netherlands,NLD
244,2015,777385.0,1812335,"Beverages, spirits and vinegar // Beer made from malt.",Norway,NOR
246,2015,47825.0,70006,"Beverages, spirits and vinegar // Beer made from malt.",Paraguay,PRY
247,2015,21914.0,71455,"Beverages, spirits and vinegar // Beer made from malt.",Peru,PER
248,2015,373403.0,424693,"Beverages, spirits and vinegar // Beer made from malt.",Philippines,PHL
249,2015,1056590.0,2022886,"Beverages, spirits and vinegar // Beer made from malt.",Poland,POL
250,2015,2321232.0,2477373,"Beverages, spirits and vinegar // Beer made from malt.",Portugal,PRT
251,2015,18600.0,12300,"Beverages, spirits and vinegar // Beer made from malt.",Guinea-Bissau,GNB
245,2015,262115.0,401032,"Beverages, spirits and vinegar // Beer made from malt.",Panama,PAN
236,2015,7130.0,22332,"Beverages, spirits and vinegar // Beer made from malt.",Nepal,NPL
235,2015,118708.0,54459,"Beverages, spirits and vinegar // Beer made from malt.",Oman,OMN
234,2015,22809.0,30144,"Beverages, spirits and vinegar // Beer made from malt.",Mozambique,MOZ
219,2015,26135.0,15696,"Beverages, spirits and vinegar // Beer made from malt.",Liberia,LBR
220,2015,389081.0,613948,"Beverages, spirits and vinegar // Beer made from malt.",Lithuania,LTU
221,2015,19096241.0,17653926,"Beverages, spirits and vinegar // Beer made from malt.",Luxembourg,LUX
222,2015,116.0,116,"Beverages, spirits and vinegar // Beer made from malt.",Madagascar,MDG
223,2015,4862096.0,3856756,"Beverages, spirits and vinegar // Beer made from malt.",Malaysia,MYS
224,2015,2176.0,5927,"Beverages, spirits and vinegar // Beer made from malt.",Maldives,MDV
225,2015,38094.0,50345,"Beverages, spirits and vinegar // Beer made from malt.",Mali,MLI
226,2015,795148.0,700871,"Beverages, spirits and vinegar // Beer made from malt.",Malta,MLT
227,2015,5868.0,16302,"Beverages, spirits and vinegar // Beer made from malt.",Mauritius,MUS
228,2015,8287902.0,8365748,"Beverages, spirits and vinegar // Beer made from malt.",Mexico,MEX
230,2015,10684.0,10965,"Beverages, spirits and vinegar // Beer made from malt.",Mongolia,MNG
231,2015,1187.0,4285,"Beverages, spirits and vinegar // Beer made from malt.",Rep. of Moldova,MDA
232,2015,91083.0,57593,"Beverages, spirits and vinegar // Beer made from malt.",Montenegro,MNE
233,2015,70743.0,110643,"Beverages, spirits and vinegar // Beer made from malt.",Morocco,MAR
252,2015,756914.0,755224,"Beverages, spirits and vinegar // Beer made from malt.",Qatar,QAT
253,2015,573822.0,816375,"Beverages, spirits and vinegar // Beer made from malt.",Romania,ROU
254,2015,8357277.0,11223300,"Beverages, spirits and vinegar // Beer made from malt.",Russian Federation,RUS
255,2015,222613.0,139937,"Beverages, spirits and vinegar // Beer made from malt.",Rwanda,RWA
275,2015,21368.0,30747,"Beverages, spirits and vinegar // Beer made from malt.",Trinidad and Tobago,TTO
276,2015,6878048.0,5567333,"Beverages, spirits and vinegar // Beer made from malt.",United Arab Emirates,ARE
277,2015,1051436.0,1972247,"Beverages, spirits and vinegar // Beer made from malt.",Turkey,TUR
278,2015,585.0,1798,"Beverages, spirits and vinegar // Beer made from malt.",Uganda,UGA
279,2015,4684708.0,3605137,"Beverages, spirits and vinegar // Beer made from malt.",Ukraine,UKR
280,2015,2394.0,8620,"Beverages, spirits and vinegar // Beer made from malt.",TFYR of Macedonia,MKD
281,2015,944.0,3101,"Beverages, spirits and vinegar // Beer made from malt.",Egypt,EGY
282,2015,51416804.0,55842977,"Beverages, spirits and vinegar // Beer made from malt.",United Kingdom,GBR
283,2015,7.0,24,"Beverages, spirits and vinegar // Beer made from malt.",United Rep. of Tanzania,TZA
285,2015,190190280.0,251325819,"Beverages, spirits and vinegar // Beer made from malt.",USA,USA
286,2015,592887.0,371134,"Beverages, spirits and vinegar // Beer made from malt.",Burkina Faso,BFA
287,2015,74774.0,108594,"Beverages, spirits and vinegar // Beer made from malt.",Uruguay,URY
288,2015,150535.0,192069,"Beverages, spirits and vinegar // Beer made from malt.",Uzbekistan,UZB
289,2015,573311.0,721656,"Beverages, spirits and vinegar // Beer made from malt.",Venezuela,VEN
274,2015,39906.0,43957,"Beverages, spirits and vinegar // Beer made from malt.",Togo,TGO
218,2015,383353.0,647295,"Beverages, spirits and vinegar // Beer made from malt.",Latvia,LVA
273,2015,3753916.0,3875091,"Beverages, spirits and vinegar // Beer made from malt.",Thailand,THA
271,2015,3119005.0,5812647,"Beverages, spirits and vinegar // Beer made from malt.",Sweden,SWE
256,2015,780.0,1255,"Beverages, spirits and vinegar // Beer made from malt.",Saint Lucia,LCA
257,2015,2628.0,3474,"Beverages, spirits and vinegar // Beer made from malt.",Saint Pierre and Miquelon,SPM
258,2015,1883999.0,649278,"Beverages, spirits and vinegar // Beer made from malt.",Senegal,SEN
259,2015,3273507.0,3961510,"Beverages, spirits and vinegar // Beer made from malt.",Serbia,SRB
260,2015,3099.0,8690,"Beverages, spirits and vinegar // Beer made from malt.",Seychelles,SYC
261,2015,874.0,2861,"Beverages, spirits and vinegar // Beer made from malt.",Sierra Leone,SLE
262,2015,3800198.0,2092823,"Beverages, spirits and vinegar // Beer made from malt.",India,IND
263,2015,7512113.0,6944029,"Beverages, spirits and vinegar // Beer made from malt.",Singapore,SGP
264,2015,62588.0,135863,"Beverages, spirits and vinegar // Beer made from malt.",Slovakia,SVK
265,2015,5222724.0,6781047,"Beverages, spirits and vinegar // Beer made from malt.",Viet Nam,VNM
266,2015,118996.0,233343,"Beverages, spirits and vinegar // Beer made from malt.",Slovenia,SVN
267,2015,1528456.0,2000034,"Beverages, spirits and vinegar // Beer made from malt.",South Africa,ZAF
268,2015,10317821.0,11508588,"Beverages, spirits and vinegar // Beer made from malt.",Spain,ESP
269,2015,2232.0,4921,"Beverages, spirits and vinegar // Beer made from malt.",Sudan,SDN
270,2015,286.0,146,"Beverages, spirits and vinegar // Beer made from malt.",Suriname,SUR
272,2015,7310829.0,8296535,"Beverages, spirits and vinegar // Beer made from malt.",Switzerland,CHE
217,2015,33598.0,80813,"Beverages, spirits and vinegar // Beer made from malt.",Lebanon,LBN
216,2015,174450.0,408787,"Beverages, spirits and vinegar // Beer made from malt.",Lao People's Dem. Rep.,LAO
215,2015,16552270.0,9903860,"Beverages, spirits and vinegar // Beer made from malt.",Rep. of Korea,KOR
162,2015,60728.0,65605,"Beverages, spirits and vinegar // Beer made from malt.",Cameroon,CMR
163,2015,40235637.0,31882676,"Beverages, spirits and vinegar // Beer made from malt.",Canada,CAN
164,2015,641293.0,451613,"Beverages, spirits and vinegar // Beer made from malt.",Cabo Verde,CPV
165,2015,69369.0,91558,"Beverages, spirits and vinegar // Beer made from malt.",Cayman Isds,CYM
166,2015,278616.0,168398,"Beverages, spirits and vinegar // Beer made from malt.",Central African Rep.,CAF
167,2015,18792.0,13715,"Beverages, spirits and vinegar // Beer made from malt.",Chad,TCD
168,2015,324136.0,687168,"Beverages, spirits and vinegar // Beer made from malt.",Chile,CHL
169,2015,45573748.0,65644300,"Beverages, spirits and vinegar // Beer made from malt.",China,CHN
170,2015,1504358.0,1142541,"Beverages, spirits and vinegar // Beer made from malt.",Colombia,COL
171,2015,150.0,442,"Beverages, spirits and vinegar // Beer made from malt.",Congo,COG
172,2015,279647.0,348096,"Beverages, spirits and vinegar // Beer made from malt.",Dem. Rep. of the Congo,COD
173,2015,55606.0,156707,"Beverages, spirits and vinegar // Beer made from malt.",Cook Isds,COK
174,2015,508649.0,744318,"Beverages, spirits and vinegar // Beer made from malt.",Costa Rica,CRI
175,2015,218209.0,231344,"Beverages, spirits and vinegar // Beer made from malt.",Croatia,HRV
176,2015,463228.0,288921,"Beverages, spirits and vinegar // Beer made from malt.",Cuba,CUB
161,2015,109915.0,105386,"Beverages, spirits and vinegar // Beer made from malt.",Cambodia,KHM
177,2015,9758903.0,9039663,"Beverages, spirits and vinegar // Beer made from malt.",Cyprus,CYP
160,2015,387291.0,564468,"Beverages, spirits and vinegar // Beer made from malt.",Belarus,BLR
158,2015,239311.0,266336,"Beverages, spirits and vinegar // Beer made from malt.",Bulgaria,BGR
147,2015,23850.0,45726,"Beverages, spirits and vinegar // Beer made from malt.",Argentina,ARG
146,2015,205265.0,276796,"Beverages, spirits and vinegar // Beer made from malt.",Azerbaijan,AZE
145,2015,53576.0,154972,"Beverages, spirits and vinegar // Beer made from malt.",Angola,AGO
144,2015,2.0,1,"Beverages, spirits and vinegar // Beer made from malt.",Andorra,AND
143,2015,804743.0,428797,"Beverages, spirits and vinegar // Beer made from malt.",Algeria,DZA
142,2015,714.0,1109,"Beverages, spirits and vinegar // Beer made from malt.",Antarctica,ATA
141,2015,13872.0,28600,"Beverages, spirits and vinegar // Beer made from malt.",Afghanistan,AFG
140,2015,1340535471.0,1273098186,"Beverages, spirits and vinegar // Beer made from malt.",World,WLD
150,2015,19583.0,25157,"Beverages, spirits and vinegar // Beer made from malt.",Bahamas,BHS
151,2015,253931.0,195772,"Beverages, spirits and vinegar // Beer made from malt.",Bahrain,BHR
152,2015,932532.0,712746,"Beverages, spirits and vinegar // Beer made from malt.",Bangladesh,BGD
153,2015,26295.0,97923,"Beverages, spirits and vinegar // Beer made from malt.",Armenia,ARM
154,2015,146037.0,134318,"Beverages, spirits and vinegar // Beer made from malt.",Bermuda,BMU
155,2015,5098739.0,7181571,"Beverages, spirits and vinegar // Beer made from malt.",Brazil,BRA
157,2015,13717.0,15041,"Beverages, spirits and vinegar // Beer made from malt.",Br. Virgin Isds,VGB
159,2015,3545.0,9087,"Beverages, spirits and vinegar // Beer made from malt.",Burundi,BDI
149,2015,2370686.0,3311186,"Beverages, spirits and vinegar // Beer made from malt.",Austria,AUT
178,2015,635374.0,537879,"Beverages, spirits and vinegar // Beer made from malt.",Czechia,CZE
180,2015,5051371.0,8217008,"Beverages, spirits and vinegar // Beer made from malt.",Denmark,DNK
200,2015,541208.0,462893,"Beverages, spirits and vinegar // Beer made from malt.",Honduras,HND
201,2015,3955390.0,4161039,"Beverages, spirits and vinegar // Beer made from malt.","China, Hong Kong SAR",HKG
202,2015,951221.0,1223372,"Beverages, spirits and vinegar // Beer made from malt.",Hungary,HUN
203,2015,712295.0,1159889,"Beverages, spirits and vinegar // Beer made from malt.",Iceland,ISL
204,2015,8870.0,24785,"Beverages, spirits and vinegar // Beer made from malt.",Indonesia,IDN
205,2015,527.0,1101,"Beverages, spirits and vinegar // Beer made from malt.",Iran,IRN
206,2015,6554328.0,5869625,"Beverages, spirits and vinegar // Beer made from malt.",Ireland,IRL
207,2015,4359684.0,5600078,"Beverages, spirits and vinegar // Beer made from malt.",Israel,ISR
208,2015,52776854.0,50658971,"Beverages, spirits and vinegar // Beer made from malt.",Italy,ITA
209,2015,832757.0,407953,"Beverages, spirits and vinegar // Beer made from malt.",Côte d'Ivoire,CIV
210,2015,11702713.0,14723501,"Beverages, spirits and vinegar // Beer made from malt.",Japan,JPN
211,2015,412393.0,684625,"Beverages, spirits and vinegar // Beer made from malt.",Kazakhstan,KAZ
212,2015,92900.0,59006,"Beverages, spirits and vinegar // Beer made from malt.",Jordan,JOR
213,2015,69480.0,173220,"Beverages, spirits and vinegar // Beer made from malt.",Kenya,KEN
214,2015,3240.0,5546,"Beverages, spirits and vinegar // Beer made from malt.",Dem. People's Rep. of Korea,PRK
199,2015,132114.0,55860,"Beverages, spirits and vinegar // Beer made from malt.",Guinea,GIN
179,2015,120176.0,78556,"Beverages, spirits and vinegar // Beer made from malt.",Benin,BEN
198,2015,320113.0,303264,"Beverages, spirits and vinegar // Beer made from malt.",Guatemala,GTM
196,2015,1147243.0,1217707,"Beverages, spirits and vinegar // Beer made from malt.",Greece,GRC
181,2015,600515.0,591359,"Beverages, spirits and vinegar // Beer made from malt.",Dominican Rep.,DOM
182,2015,110592.0,96475,"Beverages, spirits and vinegar // Beer made from malt.",Ecuador,ECU
183,2015,550.0,1256,"Beverages, spirits and vinegar // Beer made from malt.",Equatorial Guinea,GNQ
184,2015,154.0,487,"Beverages, spirits and vinegar // Beer made from malt.",Ethiopia,ETH
185,2015,281864.0,606589,"Beverages, spirits and vinegar // Beer made from malt.",Estonia,EST
186,2015,1376267.0,2118595,"Beverages, spirits and vinegar // Beer made from malt.",Finland,FIN
187,2015,368209102.0,347934439,"Beverages, spirits and vinegar // Beer made from malt.",France,FRA
188,2015,805706.0,998988,"Beverages, spirits and vinegar // Beer made from malt.",French Polynesia,PYF
189,2015,11402.0,9656,"Beverages, spirits and vinegar // Beer made from malt.",Djibouti,DJI
190,2015,855124.0,227587,"Beverages, spirits and vinegar // Beer made from malt.",Gabon,GAB
191,2015,312193.0,276316,"Beverages, spirits and vinegar // Beer made from malt.",Georgia,GEO
192,2015,2463.0,3497,"Beverages, spirits and vinegar // Beer made from malt.",Gambia,GMB
193,2015,157382198.0,70424982,"Beverages, spirits and vinegar // Beer made from malt.",Germany,DEU
194,2015,365558.0,528634,"Beverages, spirits and vinegar // Beer made from malt.",Ghana,GHA
195,2015,168152.0,285031,"Beverages, spirits and vinegar // Beer made from malt.",Gibraltar,GIB
197,2015,5702.0,6901,"Beverages, spirits and vinegar // Beer made from malt.",Guam,GUM
156,2015,1038.0,2954,"Beverages, spirits and vinegar // Beer made from malt.",Belize,BLZ
